Vorname,Anzahl,Geschlecht,Position,Jahr,Bezirk
Marie,72,w,2,2017,charlottenburg-wilmersdorf.csv
Sophie,70,w,2,2017,charlottenburg-wilmersdorf.csv
Maria,50,w,2,2017,charlottenburg-wilmersdorf.csv
Alexander,43,m,2,2017,charlottenburg-wilmersdorf.csv
Noah,43,m,1,2017,charlottenburg-wilmersdorf.csv
Emilia,42,w,1,2017,charlottenburg-wilmersdorf.csv
Charlotte,36,w,2,2017,charlottenburg-wilmersdorf.csv
Emma,36,w,1,2017,charlottenburg-wilmersdorf.csv
Anton,35,m,1,2017,charlottenburg-wilmersdorf.csv
Emil,35,m,1,2017,charlottenburg-wilmersdorf.csv
Anna,33,w,1,2017,charlottenburg-wilmersdorf.csv
Ella,32,w,1,2017,charlottenburg-wilmersdorf.csv
Maximilian,31,m,2,2017,charlottenburg-wilmersdorf.csv
Felix,30,m,1,2017,charlottenburg-wilmersdorf.csv
Charlotte,30,w,1,2017,charlottenburg-wilmersdorf.csv
Mila,30,w,1,2017,charlottenburg-wilmersdorf.csv
Sophia,29,w,1,2017,charlottenburg-wilmersdorf.csv
Jakob,27,m,1,2017,charlottenburg-wilmersdorf.csv
Maximilian,27,m,1,2017,charlottenburg-wilmersdorf.csv
Mia,27,w,1,2017,charlottenburg-wilmersdorf.csv
Helena,26,w,1,2017,charlottenburg-wilmersdorf.csv
Jonas,25,m,1,2017,charlottenburg-wilmersdorf.csv
Theodor,25,m,1,2017,charlottenburg-wilmersdorf.csv
Hannah,25,w,1,2017,charlottenburg-wilmersdorf.csv
Jonathan,24,m,1,2017,charlottenburg-wilmersdorf.csv
Lara,24,w,1,2017,charlottenburg-wilmersdorf.csv
Luise,23,w,2,2017,charlottenburg-wilmersdorf.csv
Julian,23,m,1,2017,charlottenburg-wilmersdorf.csv
Paul,23,m,1,2017,charlottenburg-wilmersdorf.csv
Lea,23,w,1,2017,charlottenburg-wilmersdorf.csv
Elias,22,m,2,2017,charlottenburg-wilmersdorf.csv
Adam,22,m,1,2017,charlottenburg-wilmersdorf.csv
Elias,22,m,1,2017,charlottenburg-wilmersdorf.csv
Lina,22,w,1,2017,charlottenburg-wilmersdorf.csv
Leonard,22,m,1,2017,charlottenburg-wilmersdorf.csv
Marie,22,w,1,2017,charlottenburg-wilmersdorf.csv
Mathilda,22,w,1,2017,charlottenburg-wilmersdorf.csv
Sophia,21,w,2,2017,charlottenburg-wilmersdorf.csv
Henry,21,m,1,2017,charlottenburg-wilmersdorf.csv
Liam,21,m,1,2017,charlottenburg-wilmersdorf.csv
Clara,20,w,1,2017,charlottenburg-wilmersdorf.csv
Julius,20,m,1,2017,charlottenburg-wilmersdorf.csv
Mira,20,w,1,2017,charlottenburg-wilmersdorf.csv
Louis,20,m,1,2017,charlottenburg-wilmersdorf.csv
Oskar,20,m,1,2017,charlottenburg-wilmersdorf.csv
Theo,20,m,1,2017,charlottenburg-wilmersdorf.csv
Greta,19,w,1,2017,charlottenburg-wilmersdorf.csv
Johanna,19,w,1,2017,charlottenburg-wilmersdorf.csv
Luise,19,w,1,2017,charlottenburg-wilmersdorf.csv
Alexander,19,m,1,2017,charlottenburg-wilmersdorf.csv
Nora,19,w,1,2017,charlottenburg-wilmersdorf.csv
Paul,18,m,2,2017,charlottenburg-wilmersdorf.csv
Ben,18,m,1,2017,charlottenburg-wilmersdorf.csv
Lena,18,w,1,2017,charlottenburg-wilmersdorf.csv
Luca,18,m,1,2017,charlottenburg-wilmersdorf.csv
Luisa,18,w,1,2017,charlottenburg-wilmersdorf.csv
Elisabeth,17,w,2,2017,charlottenburg-wilmersdorf.csv
Finn,17,m,1,2017,charlottenburg-wilmersdorf.csv
Ida,17,w,1,2017,charlottenburg-wilmersdorf.csv
Leon,17,m,1,2017,charlottenburg-wilmersdorf.csv
Valentin,16,m,2,2017,charlottenburg-wilmersdorf.csv
Anna,16,w,2,2017,charlottenburg-wilmersdorf.csv
Emilia,16,w,2,2017,charlottenburg-wilmersdorf.csv
Marlene,16,w,1,2017,charlottenburg-wilmersdorf.csv
Arthur,16,m,1,2017,charlottenburg-wilmersdorf.csv
David,16,m,1,2017,charlottenburg-wilmersdorf.csv
Leo,16,m,1,2017,charlottenburg-wilmersdorf.csv
Moritz,16,m,1,2017,charlottenburg-wilmersdorf.csv
Anton,15,m,2,2017,charlottenburg-wilmersdorf.csv
Elisa,15,w,2,2017,charlottenburg-wilmersdorf.csv
Maja,15,w,1,2017,charlottenburg-wilmersdorf.csv
Matilda,15,w,1,2017,charlottenburg-wilmersdorf.csv
Paula,15,w,1,2017,charlottenburg-wilmersdorf.csv
Sofia,15,w,1,2017,charlottenburg-wilmersdorf.csv
Levi,15,m,1,2017,charlottenburg-wilmersdorf.csv
Linus,15,m,1,2017,charlottenburg-wilmersdorf.csv
Emil,14,m,2,2017,charlottenburg-wilmersdorf.csv
Jakob,14,m,2,2017,charlottenburg-wilmersdorf.csv
Luisa,14,w,2,2017,charlottenburg-wilmersdorf.csv
Victoria,14,w,2,2017,charlottenburg-wilmersdorf.csv
Elisa,14,w,1,2017,charlottenburg-wilmersdorf.csv
Frida,14,w,1,2017,charlottenburg-wilmersdorf.csv
Fritz,14,m,1,2017,charlottenburg-wilmersdorf.csv
Klara,14,w,1,2017,charlottenburg-wilmersdorf.csv
Luis,14,m,1,2017,charlottenburg-wilmersdorf.csv
Leni,14,w,1,2017,charlottenburg-wilmersdorf.csv
Lukas,14,m,1,2017,charlottenburg-wilmersdorf.csv
Olivia,14,w,1,2017,charlottenburg-wilmersdorf.csv
Tim,14,m,1,2017,charlottenburg-wilmersdorf.csv
Sophie,14,w,1,2017,charlottenburg-wilmersdorf.csv
Vincent,14,m,1,2017,charlottenburg-wilmersdorf.csv
Helene,13,w,2,2017,charlottenburg-wilmersdorf.csv
Alma,13,w,1,2017,charlottenburg-wilmersdorf.csv
Adrian,13,m,1,2017,charlottenburg-wilmersdorf.csv
Ava,13,w,1,2017,charlottenburg-wilmersdorf.csv
Bruno,13,m,1,2017,charlottenburg-wilmersdorf.csv
Elisabeth,13,w,1,2017,charlottenburg-wilmersdorf.csv
Carl,13,m,1,2017,charlottenburg-wilmersdorf.csv
Julia,13,w,1,2017,charlottenburg-wilmersdorf.csv
Gabriel,13,m,1,2017,charlottenburg-wilmersdorf.csv
Leonie,13,w,1,2017,charlottenburg-wilmersdorf.csv
Karl,13,m,1,2017,charlottenburg-wilmersdorf.csv
Mina,13,w,1,2017,charlottenburg-wilmersdorf.csv
Max,13,m,1,2017,charlottenburg-wilmersdorf.csv
Milan,13,m,1,2017,charlottenburg-wilmersdorf.csv
Valentin,13,m,1,2017,charlottenburg-wilmersdorf.csv
Caspar,12,m,2,2017,charlottenburg-wilmersdorf.csv
Felix,12,m,2,2017,charlottenburg-wilmersdorf.csv
Johannes,12,m,2,2017,charlottenburg-wilmersdorf.csv
Karl,12,m,2,2017,charlottenburg-wilmersdorf.csv
Amelie,12,w,1,2017,charlottenburg-wilmersdorf.csv
Antonia,12,w,1,2017,charlottenburg-wilmersdorf.csv
Lia,12,w,1,2017,charlottenburg-wilmersdorf.csv
Benjamin,12,m,1,2017,charlottenburg-wilmersdorf.csv
Louisa,12,w,1,2017,charlottenburg-wilmersdorf.csv
Henri,12,m,1,2017,charlottenburg-wilmersdorf.csv
Maya,12,w,1,2017,charlottenburg-wilmersdorf.csv
Malik,12,m,1,2017,charlottenburg-wilmersdorf.csv
Mats,12,m,1,2017,charlottenburg-wilmersdorf.csv
David,11,m,2,2017,charlottenburg-wilmersdorf.csv
Friedrich,11,m,2,2017,charlottenburg-wilmersdorf.csv
Konstantin,11,m,2,2017,charlottenburg-wilmersdorf.csv
Noah,11,m,2,2017,charlottenburg-wilmersdorf.csv
Isabella,11,w,1,2017,charlottenburg-wilmersdorf.csv
Laura,11,w,1,2017,charlottenburg-wilmersdorf.csv
Friedrich,11,m,1,2017,charlottenburg-wilmersdorf.csv
Lilly,11,w,1,2017,charlottenburg-wilmersdorf.csv
Ilyas,11,m,1,2017,charlottenburg-wilmersdorf.csv
Liya,11,w,1,2017,charlottenburg-wilmersdorf.csv
Johann,11,m,1,2017,charlottenburg-wilmersdorf.csv
Maria,11,w,1,2017,charlottenburg-wilmersdorf.csv
Joshua,11,m,1,2017,charlottenburg-wilmersdorf.csv
Nele,11,w,1,2017,charlottenburg-wilmersdorf.csv
Matteo,11,m,1,2017,charlottenburg-wilmersdorf.csv
Raphael,11,m,1,2017,charlottenburg-wilmersdorf.csv
Emma,10,w,2,2017,charlottenburg-wilmersdorf.csv
Johanna,10,w,2,2017,charlottenburg-wilmersdorf.csv
Benjamin,10,m,2,2017,charlottenburg-wilmersdorf.csv
Carl,10,m,2,2017,charlottenburg-wilmersdorf.csv
Jonathan,10,m,2,2017,charlottenburg-wilmersdorf.csv
Julius,10,m,2,2017,charlottenburg-wilmersdorf.csv
Louis,10,m,2,2017,charlottenburg-wilmersdorf.csv
Luca,10,m,2,2017,charlottenburg-wilmersdorf.csv
Michael,10,m,2,2017,charlottenburg-wilmersdorf.csv
Otto,10,m,2,2017,charlottenburg-wilmersdorf.csv
Philipp,10,m,2,2017,charlottenburg-wilmersdorf.csv
Sebastian,10,m,2,2017,charlottenburg-wilmersdorf.csv
Alva,10,w,1,2017,charlottenburg-wilmersdorf.csv
Carla,10,w,1,2017,charlottenburg-wilmersdorf.csv
Florian,10,m,1,2017,charlottenburg-wilmersdorf.csv
Emily,10,w,1,2017,charlottenburg-wilmersdorf.csv
Leonardo,10,m,1,2017,charlottenburg-wilmersdorf.csv
Hanna,10,w,1,2017,charlottenburg-wilmersdorf.csv
Juna,10,w,1,2017,charlottenburg-wilmersdorf.csv
Sara,10,w,1,2017,charlottenburg-wilmersdorf.csv
Marie,9,w,3,2017,charlottenburg-wilmersdorf.csv
Mathilda,9,w,2,2017,charlottenburg-wilmersdorf.csv
Can,9,m,2,2017,charlottenburg-wilmersdorf.csv
Leonard,9,m,2,2017,charlottenburg-wilmersdorf.csv
Martin,9,m,2,2017,charlottenburg-wilmersdorf.csv
Daniel,9,m,1,2017,charlottenburg-wilmersdorf.csv
Frederik,9,m,1,2017,charlottenburg-wilmersdorf.csv
Jan,9,m,1,2017,charlottenburg-wilmersdorf.csv
Ada,9,w,1,2017,charlottenburg-wilmersdorf.csv
Matheo,9,m,1,2017,charlottenburg-wilmersdorf.csv
Elena,9,w,1,2017,charlottenburg-wilmersdorf.csv
Mika,9,m,1,2017,charlottenburg-wilmersdorf.csv
Fiona,9,w,1,2017,charlottenburg-wilmersdorf.csv
Samuel,9,m,1,2017,charlottenburg-wilmersdorf.csv
Luna,9,w,1,2017,charlottenburg-wilmersdorf.csv
Tom,9,m,1,2017,charlottenburg-wilmersdorf.csv
Stella,9,w,1,2017,charlottenburg-wilmersdorf.csv
Theresa,9,w,1,2017,charlottenburg-wilmersdorf.csv
Tilda,9,w,1,2017,charlottenburg-wilmersdorf.csv
Amalia,8,w,2,2017,charlottenburg-wilmersdorf.csv
Antonia,8,w,2,2017,charlottenburg-wilmersdorf.csv
Elise,8,w,2,2017,charlottenburg-wilmersdorf.csv
Josephine,8,w,2,2017,charlottenburg-wilmersdorf.csv
Lou,8,w,2,2017,charlottenburg-wilmersdorf.csv
Louise,8,w,2,2017,charlottenburg-wilmersdorf.csv
Su,8,w,2,2017,charlottenburg-wilmersdorf.csv
August,8,m,2,2017,charlottenburg-wilmersdorf.csv
Frederik,8,m,2,2017,charlottenburg-wilmersdorf.csv
Georg,8,m,2,2017,charlottenburg-wilmersdorf.csv
Henry,8,m,2,2017,charlottenburg-wilmersdorf.csv
Liam,8,m,2,2017,charlottenburg-wilmersdorf.csv
Lukas,8,m,2,2017,charlottenburg-wilmersdorf.csv
Samuel,8,m,2,2017,charlottenburg-wilmersdorf.csv
Theodor,8,m,2,2017,charlottenburg-wilmersdorf.csv
Amir,8,m,1,2017,charlottenburg-wilmersdorf.csv
Caspar,8,m,1,2017,charlottenburg-wilmersdorf.csv
Enno,8,m,1,2017,charlottenburg-wilmersdorf.csv
Amalia,8,w,1,2017,charlottenburg-wilmersdorf.csv
Erik,8,m,1,2017,charlottenburg-wilmersdorf.csv
Ana,8,w,1,2017,charlottenburg-wilmersdorf.csv
Hamza,8,m,1,2017,charlottenburg-wilmersdorf.csv
Carlotta,8,w,1,2017,charlottenburg-wilmersdorf.csv
Hugo,8,m,1,2017,charlottenburg-wilmersdorf.csv
Ela,8,w,1,2017,charlottenburg-wilmersdorf.csv
Jonah,8,m,1,2017,charlottenburg-wilmersdorf.csv
Leah,8,w,1,2017,charlottenburg-wilmersdorf.csv
Justus,8,m,1,2017,charlottenburg-wilmersdorf.csv
Merle,8,w,1,2017,charlottenburg-wilmersdorf.csv
Kian,8,m,1,2017,charlottenburg-wilmersdorf.csv
Sarah,8,w,1,2017,charlottenburg-wilmersdorf.csv
Konstantin,8,m,1,2017,charlottenburg-wilmersdorf.csv
Thea,8,w,1,2017,charlottenburg-wilmersdorf.csv
Malte,8,m,1,2017,charlottenburg-wilmersdorf.csv
Viktoria,8,w,1,2017,charlottenburg-wilmersdorf.csv
Maxim,8,m,1,2017,charlottenburg-wilmersdorf.csv
Omar,8,m,1,2017,charlottenburg-wilmersdorf.csv
Tobias,8,m,1,2017,charlottenburg-wilmersdorf.csv
Amelie,7,w,2,2017,charlottenburg-wilmersdorf.csv
Ida,7,w,2,2017,charlottenburg-wilmersdorf.csv
Isabel,7,w,2,2017,charlottenburg-wilmersdorf.csv
Lucia,7,w,2,2017,charlottenburg-wilmersdorf.csv
Rosa,7,w,2,2017,charlottenburg-wilmersdorf.csv
Ali,7,m,2,2017,charlottenburg-wilmersdorf.csv
Gabriel,7,m,2,2017,charlottenburg-wilmersdorf.csv
Johann,7,m,2,2017,charlottenburg-wilmersdorf.csv
Joseph,7,m,2,2017,charlottenburg-wilmersdorf.csv
Joshua,7,m,2,2017,charlottenburg-wilmersdorf.csv
Max,7,m,2,2017,charlottenburg-wilmersdorf.csv
Flora,7,w,1,2017,charlottenburg-wilmersdorf.csv
Isabel,7,w,1,2017,charlottenburg-wilmersdorf.csv
Josephine,7,w,1,2017,charlottenburg-wilmersdorf.csv
Jannis,7,m,1,2017,charlottenburg-wilmersdorf.csv
Leyla,7,w,1,2017,charlottenburg-wilmersdorf.csv
Lucas,7,m,1,2017,charlottenburg-wilmersdorf.csv
Lilli,7,w,1,2017,charlottenburg-wilmersdorf.csv
Oliver,7,m,1,2017,charlottenburg-wilmersdorf.csv
Liv,7,w,1,2017,charlottenburg-wilmersdorf.csv
Oscar,7,m,1,2017,charlottenburg-wilmersdorf.csv
Livia,7,w,1,2017,charlottenburg-wilmersdorf.csv
Philipp,7,m,1,2017,charlottenburg-wilmersdorf.csv
Mara,7,w,1,2017,charlottenburg-wilmersdorf.csv
Simon,7,m,1,2017,charlottenburg-wilmersdorf.csv
William,7,m,1,2017,charlottenburg-wilmersdorf.csv
Paul,6,m,3,2017,charlottenburg-wilmersdorf.csv
Elisabeth,6,w,3,2017,charlottenburg-wilmersdorf.csv
Maria,6,w,3,2017,charlottenburg-wilmersdorf.csv
Sophie,6,w,3,2017,charlottenburg-wilmersdorf.csv
Alma,6,w,2,2017,charlottenburg-wilmersdorf.csv
Ava,6,w,2,2017,charlottenburg-wilmersdorf.csv
Carlotta,6,w,2,2017,charlottenburg-wilmersdorf.csv
Hannah,6,w,2,2017,charlottenburg-wilmersdorf.csv
Helena,6,w,2,2017,charlottenburg-wilmersdorf.csv
Isabella,6,w,2,2017,charlottenburg-wilmersdorf.csv
Katharina,6,w,2,2017,charlottenburg-wilmersdorf.csv
Lara,6,w,2,2017,charlottenburg-wilmersdorf.csv
Matilda,6,w,2,2017,charlottenburg-wilmersdorf.csv
Mia,6,w,2,2017,charlottenburg-wilmersdorf.csv
Mira,6,w,2,2017,charlottenburg-wilmersdorf.csv
Sabine,6,w,2,2017,charlottenburg-wilmersdorf.csv
Andreas,6,m,2,2017,charlottenburg-wilmersdorf.csv
Constantin,6,m,2,2017,charlottenburg-wilmersdorf.csv
Fritz,6,m,2,2017,charlottenburg-wilmersdorf.csv
Hugo,6,m,2,2017,charlottenburg-wilmersdorf.csv
Leopold,6,m,2,2017,charlottenburg-wilmersdorf.csv
Linus,6,m,2,2017,charlottenburg-wilmersdorf.csv
Thomas,6,m,2,2017,charlottenburg-wilmersdorf.csv
William,6,m,2,2017,charlottenburg-wilmersdorf.csv
Adriana,6,w,1,2017,charlottenburg-wilmersdorf.csv
Defne,6,w,1,2017,charlottenburg-wilmersdorf.csv
Ali,6,m,1,2017,charlottenburg-wilmersdorf.csv
Elif,6,w,1,2017,charlottenburg-wilmersdorf.csv
Constantin,6,m,1,2017,charlottenburg-wilmersdorf.csv
Esila,6,w,1,2017,charlottenburg-wilmersdorf.csv
Dominik,6,m,1,2017,charlottenburg-wilmersdorf.csv
Eva,6,w,1,2017,charlottenburg-wilmersdorf.csv
Emilio,6,m,1,2017,charlottenburg-wilmersdorf.csv
Finja,6,w,1,2017,charlottenburg-wilmersdorf.csv
Emir,6,m,1,2017,charlottenburg-wilmersdorf.csv
Helene,6,w,1,2017,charlottenburg-wilmersdorf.csv
Ferdinand,6,m,1,2017,charlottenburg-wilmersdorf.csv
Jasmin,6,w,1,2017,charlottenburg-wilmersdorf.csv
Jannes,6,m,1,2017,charlottenburg-wilmersdorf.csv
Kira,6,w,1,2017,charlottenburg-wilmersdorf.csv
Kilian,6,m,1,2017,charlottenburg-wilmersdorf.csv
Liana,6,w,1,2017,charlottenburg-wilmersdorf.csv
Leopold,6,m,1,2017,charlottenburg-wilmersdorf.csv
Michelle,6,w,1,2017,charlottenburg-wilmersdorf.csv
Levin,6,m,1,2017,charlottenburg-wilmersdorf.csv
Nika,6,w,1,2017,charlottenburg-wilmersdorf.csv
Lio,6,m,1,2017,charlottenburg-wilmersdorf.csv
Pauline,6,w,1,2017,charlottenburg-wilmersdorf.csv
Luka,6,m,1,2017,charlottenburg-wilmersdorf.csv
Romy,6,w,1,2017,charlottenburg-wilmersdorf.csv
Mateo,6,m,1,2017,charlottenburg-wilmersdorf.csv
Zoe,6,w,1,2017,charlottenburg-wilmersdorf.csv
Mattis,6,m,1,2017,charlottenburg-wilmersdorf.csv
Mio,6,m,1,2017,charlottenburg-wilmersdorf.csv
Miran,6,m,1,2017,charlottenburg-wilmersdorf.csv
Nathan,6,m,1,2017,charlottenburg-wilmersdorf.csv
Nick,6,m,1,2017,charlottenburg-wilmersdorf.csv
Nicolas,6,m,1,2017,charlottenburg-wilmersdorf.csv
Niklas,6,m,1,2017,charlottenburg-wilmersdorf.csv
Alexander,5,m,3,2017,charlottenburg-wilmersdorf.csv
Maria,5,m,3,2017,charlottenburg-wilmersdorf.csv
Alexandra,5,w,2,2017,charlottenburg-wilmersdorf.csv
Clara,5,w,2,2017,charlottenburg-wilmersdorf.csv
Emilie,5,w,2,2017,charlottenburg-wilmersdorf.csv
Jolie,5,w,2,2017,charlottenburg-wilmersdorf.csv
Laura,5,w,2,2017,charlottenburg-wilmersdorf.csv
Lea,5,w,2,2017,charlottenburg-wilmersdorf.csv
Liv,5,w,2,2017,charlottenburg-wilmersdorf.csv
Magdalena,5,w,2,2017,charlottenburg-wilmersdorf.csv
Marlene,5,w,2,2017,charlottenburg-wilmersdorf.csv
Meryem,5,w,2,2017,charlottenburg-wilmersdorf.csv
Mina,5,w,2,2017,charlottenburg-wilmersdorf.csv
Arthur,5,m,2,2017,charlottenburg-wilmersdorf.csv
Sofie,5,w,2,2017,charlottenburg-wilmersdorf.csv
Aurel,5,m,2,2017,charlottenburg-wilmersdorf.csv
Theresa,5,w,2,2017,charlottenburg-wilmersdorf.csv
Finn,5,m,2,2017,charlottenburg-wilmersdorf.csv
Valentina,5,w,2,2017,charlottenburg-wilmersdorf.csv
Franz,5,m,2,2017,charlottenburg-wilmersdorf.csv
Henri,5,m,2,2017,charlottenburg-wilmersdorf.csv
Jonas,5,m,2,2017,charlottenburg-wilmersdorf.csv
Levin,5,m,2,2017,charlottenburg-wilmersdorf.csv
Matteo,5,m,2,2017,charlottenburg-wilmersdorf.csv
Niklas,5,m,2,2017,charlottenburg-wilmersdorf.csv
Ole,5,m,2,2017,charlottenburg-wilmersdorf.csv
Oliver,5,m,2,2017,charlottenburg-wilmersdorf.csv
Peter,5,m,2,2017,charlottenburg-wilmersdorf.csv
Robert,5,m,2,2017,charlottenburg-wilmersdorf.csv
Wilhelm,5,m,2,2017,charlottenburg-wilmersdorf.csv
Alessia,5,w,1,2017,charlottenburg-wilmersdorf.csv
Alina,5,w,1,2017,charlottenburg-wilmersdorf.csv
Alisa,5,w,1,2017,charlottenburg-wilmersdorf.csv
Aurelia,5,w,1,2017,charlottenburg-wilmersdorf.csv
Elin,5,w,1,2017,charlottenburg-wilmersdorf.csv
Jonna,5,w,1,2017,charlottenburg-wilmersdorf.csv
Juno,5,w,1,2017,charlottenburg-wilmersdorf.csv
Aaron,5,m,1,2017,charlottenburg-wilmersdorf.csv
Katharina,5,w,1,2017,charlottenburg-wilmersdorf.csv
Adem,5,m,1,2017,charlottenburg-wilmersdorf.csv
Marta,5,w,1,2017,charlottenburg-wilmersdorf.csv
August,5,m,1,2017,charlottenburg-wilmersdorf.csv
Melissa,5,w,1,2017,charlottenburg-wilmersdorf.csv
Bennet,5,m,1,2017,charlottenburg-wilmersdorf.csv
Meryem,5,w,1,2017,charlottenburg-wilmersdorf.csv
Edgar,5,m,1,2017,charlottenburg-wilmersdorf.csv
Miray,5,w,1,2017,charlottenburg-wilmersdorf.csv
Elyas,5,m,1,2017,charlottenburg-wilmersdorf.csv
Paulina,5,w,1,2017,charlottenburg-wilmersdorf.csv
Gustav,5,m,1,2017,charlottenburg-wilmersdorf.csv
Pia,5,w,1,2017,charlottenburg-wilmersdorf.csv
Jason,5,m,1,2017,charlottenburg-wilmersdorf.csv
Rosa,5,w,1,2017,charlottenburg-wilmersdorf.csv
Johan,5,m,1,2017,charlottenburg-wilmersdorf.csv
Valentina,5,w,1,2017,charlottenburg-wilmersdorf.csv
Johannes,5,m,1,2017,charlottenburg-wilmersdorf.csv
Victoria,5,w,1,2017,charlottenburg-wilmersdorf.csv
Joris,5,m,1,2017,charlottenburg-wilmersdorf.csv
Kaan,5,m,1,2017,charlottenburg-wilmersdorf.csv
Lennard,5,m,1,2017,charlottenburg-wilmersdorf.csv
Lennart,5,m,1,2017,charlottenburg-wilmersdorf.csv
Mohamad,5,m,1,2017,charlottenburg-wilmersdorf.csv
Mohammad,5,m,1,2017,charlottenburg-wilmersdorf.csv
Neo,5,m,1,2017,charlottenburg-wilmersdorf.csv
Nils,5,m,1,2017,charlottenburg-wilmersdorf.csv
Piet,5,m,1,2017,charlottenburg-wilmersdorf.csv
Sami,5,m,1,2017,charlottenburg-wilmersdorf.csv
Till,5,m,1,2017,charlottenburg-wilmersdorf.csv
Tristan,5,m,1,2017,charlottenburg-wilmersdorf.csv
Ömer,5,m,1,2017,charlottenburg-wilmersdorf.csv
Frederick,4,m,3,2017,charlottenburg-wilmersdorf.csv
Heinrich,4,m,3,2017,charlottenburg-wilmersdorf.csv
Rosa,4,w,3,2017,charlottenburg-wilmersdorf.csv
Christine,4,w,2,2017,charlottenburg-wilmersdorf.csv
Dorothea,4,w,2,2017,charlottenburg-wilmersdorf.csv
Elena,4,w,2,2017,charlottenburg-wilmersdorf.csv
Eleni,4,w,2,2017,charlottenburg-wilmersdorf.csv
Ella,4,w,2,2017,charlottenburg-wilmersdorf.csv
Frieda,4,w,2,2017,charlottenburg-wilmersdorf.csv
Gabriele,4,w,2,2017,charlottenburg-wilmersdorf.csv
Käthe,4,w,2,2017,charlottenburg-wilmersdorf.csv
Lena,4,w,2,2017,charlottenburg-wilmersdorf.csv
Lina,4,w,2,2017,charlottenburg-wilmersdorf.csv
Lotta,4,w,2,2017,charlottenburg-wilmersdorf.csv
Albert,4,m,2,2017,charlottenburg-wilmersdorf.csv
Martha,4,w,2,2017,charlottenburg-wilmersdorf.csv
Ben,4,m,2,2017,charlottenburg-wilmersdorf.csv
Mila,4,w,2,2017,charlottenburg-wilmersdorf.csv
Bruno,4,m,2,2017,charlottenburg-wilmersdorf.csv
Olivia,4,w,2,2017,charlottenburg-wilmersdorf.csv
Christian,4,m,2,2017,charlottenburg-wilmersdorf.csv
Pauline,4,w,2,2017,charlottenburg-wilmersdorf.csv
Emanuel,4,m,2,2017,charlottenburg-wilmersdorf.csv
Rosalie,4,w,2,2017,charlottenburg-wilmersdorf.csv
Emilian,4,m,2,2017,charlottenburg-wilmersdorf.csv
Therese,4,w,2,2017,charlottenburg-wilmersdorf.csv
Erik,4,m,2,2017,charlottenburg-wilmersdorf.csv
Viktoria,4,w,2,2017,charlottenburg-wilmersdorf.csv
Ferdinand,4,m,2,2017,charlottenburg-wilmersdorf.csv
Joachim,4,m,2,2017,charlottenburg-wilmersdorf.csv
John,4,m,2,2017,charlottenburg-wilmersdorf.csv
Josef,4,m,2,2017,charlottenburg-wilmersdorf.csv
Julian,4,m,2,2017,charlottenburg-wilmersdorf.csv
Leonardo,4,m,2,2017,charlottenburg-wilmersdorf.csv
Levi,4,m,2,2017,charlottenburg-wilmersdorf.csv
Luis,4,m,2,2017,charlottenburg-wilmersdorf.csv
Marc,4,m,2,2017,charlottenburg-wilmersdorf.csv
Matthias,4,m,2,2017,charlottenburg-wilmersdorf.csv
Mattis,4,m,2,2017,charlottenburg-wilmersdorf.csv
Maxim,4,m,2,2017,charlottenburg-wilmersdorf.csv
Neo,4,m,2,2017,charlottenburg-wilmersdorf.csv
Patrick,4,m,2,2017,charlottenburg-wilmersdorf.csv
Tim,4,m,2,2017,charlottenburg-wilmersdorf.csv
Victor,4,m,2,2017,charlottenburg-wilmersdorf.csv
Viktor,4,m,2,2017,charlottenburg-wilmersdorf.csv
Willem,4,m,2,2017,charlottenburg-wilmersdorf.csv
Wolfgang,4,m,2,2017,charlottenburg-wilmersdorf.csv
Alexandra,4,w,1,2017,charlottenburg-wilmersdorf.csv
Aliya,4,w,1,2017,charlottenburg-wilmersdorf.csv
Amaya,4,w,1,2017,charlottenburg-wilmersdorf.csv
Amelia,4,w,1,2017,charlottenburg-wilmersdorf.csv
Amina,4,w,1,2017,charlottenburg-wilmersdorf.csv
Annabell,4,w,1,2017,charlottenburg-wilmersdorf.csv
Annabelle,4,w,1,2017,charlottenburg-wilmersdorf.csv
Annika,4,w,1,2017,charlottenburg-wilmersdorf.csv
Asya,4,w,1,2017,charlottenburg-wilmersdorf.csv
Ayla,4,w,1,2017,charlottenburg-wilmersdorf.csv
Azra,4,w,1,2017,charlottenburg-wilmersdorf.csv
Beatrice,4,w,1,2017,charlottenburg-wilmersdorf.csv
Edda,4,w,1,2017,charlottenburg-wilmersdorf.csv
Ahmad,4,m,1,2017,charlottenburg-wilmersdorf.csv
Elissa,4,w,1,2017,charlottenburg-wilmersdorf.csv
Albert,4,m,1,2017,charlottenburg-wilmersdorf.csv
Emmi,4,w,1,2017,charlottenburg-wilmersdorf.csv
Alfred,4,m,1,2017,charlottenburg-wilmersdorf.csv
Esma,4,w,1,2017,charlottenburg-wilmersdorf.csv
Artur,4,m,1,2017,charlottenburg-wilmersdorf.csv
Esther,4,w,1,2017,charlottenburg-wilmersdorf.csv
Arvid,4,m,1,2017,charlottenburg-wilmersdorf.csv
Helen,4,w,1,2017,charlottenburg-wilmersdorf.csv
Bilal,4,m,1,2017,charlottenburg-wilmersdorf.csv
Helin,4,w,1,2017,charlottenburg-wilmersdorf.csv
Can,4,m,1,2017,charlottenburg-wilmersdorf.csv
Henriette,4,w,1,2017,charlottenburg-wilmersdorf.csv
Conrad,4,m,1,2017,charlottenburg-wilmersdorf.csv
