Vorname,Anzahl,Geschlecht,Position,Jahr,Bezirk
Justus,13,m,1,2019,charlottenburg-wilmersdorf.csv
Raphael,13,m,1,2019,charlottenburg-wilmersdorf.csv
Anna,12,w,2,2019,charlottenburg-wilmersdorf.csv
Katharina,12,w,2,2019,charlottenburg-wilmersdorf.csv
Antonia,12,w,1,2019,charlottenburg-wilmersdorf.csv
Olivia,12,w,1,2019,charlottenburg-wilmersdorf.csv
Stella,12,w,1,2019,charlottenburg-wilmersdorf.csv
Benedikt,12,m,1,2019,charlottenburg-wilmersdorf.csv
Friedrich,12,m,1,2019,charlottenburg-wilmersdorf.csv
Jan,12,m,1,2019,charlottenburg-wilmersdorf.csv
Jasper,12,m,1,2019,charlottenburg-wilmersdorf.csv
Julius,12,m,1,2019,charlottenburg-wilmersdorf.csv
Mika,12,m,1,2019,charlottenburg-wilmersdorf.csv
Milo,12,m,1,2019,charlottenburg-wilmersdorf.csv
Moritz,12,m,1,2019,charlottenburg-wilmersdorf.csv
Arthur,11,m,2,2019,charlottenburg-wilmersdorf.csv
Emil,11,m,2,2019,charlottenburg-wilmersdorf.csv
Valentin,11,m,2,2019,charlottenburg-wilmersdorf.csv
Marlene,11,w,2,2019,charlottenburg-wilmersdorf.csv
Valentina,11,w,2,2019,charlottenburg-wilmersdorf.csv
Elisa,11,w,1,2019,charlottenburg-wilmersdorf.csv
Victoria,11,w,1,2019,charlottenburg-wilmersdorf.csv
Adrian,11,m,1,2019,charlottenburg-wilmersdorf.csv
Finn,11,m,1,2019,charlottenburg-wilmersdorf.csv
Henri,11,m,1,2019,charlottenburg-wilmersdorf.csv
Linus,11,m,1,2019,charlottenburg-wilmersdorf.csv
Maxim,11,m,1,2019,charlottenburg-wilmersdorf.csv
Niklas,11,m,1,2019,charlottenburg-wilmersdorf.csv
Ali,10,m,2,2019,charlottenburg-wilmersdorf.csv
Gabriel,10,m,2,2019,charlottenburg-wilmersdorf.csv
Louis,10,m,2,2019,charlottenburg-wilmersdorf.csv
Clara,10,w,2,2019,charlottenburg-wilmersdorf.csv
Michael,10,m,2,2019,charlottenburg-wilmersdorf.csv
Elisa,10,w,2,2019,charlottenburg-wilmersdorf.csv
Elise,10,w,2,2019,charlottenburg-wilmersdorf.csv
Lucia,10,w,2,2019,charlottenburg-wilmersdorf.csv
Luisa,10,w,2,2019,charlottenburg-wilmersdorf.csv
Pauline,10,w,2,2019,charlottenburg-wilmersdorf.csv
Ava,10,w,1,2019,charlottenburg-wilmersdorf.csv
Carlotta,10,w,1,2019,charlottenburg-wilmersdorf.csv
Elif,10,w,1,2019,charlottenburg-wilmersdorf.csv
Elisabeth,10,w,1,2019,charlottenburg-wilmersdorf.csv
Frieda,10,w,1,2019,charlottenburg-wilmersdorf.csv
Julia,10,w,1,2019,charlottenburg-wilmersdorf.csv
Mina,10,w,1,2019,charlottenburg-wilmersdorf.csv
Tilda,10,w,1,2019,charlottenburg-wilmersdorf.csv
Aaron,10,m,1,2019,charlottenburg-wilmersdorf.csv
Gabriel,10,m,1,2019,charlottenburg-wilmersdorf.csv
Johann,10,m,1,2019,charlottenburg-wilmersdorf.csv
Maria,9,w,3,2019,charlottenburg-wilmersdorf.csv
Sophie,9,w,3,2019,charlottenburg-wilmersdorf.csv
Benjamin,9,m,2,2019,charlottenburg-wilmersdorf.csv
Johannes,9,m,2,2019,charlottenburg-wilmersdorf.csv
Leonard,9,m,2,2019,charlottenburg-wilmersdorf.csv
Noah,9,m,2,2019,charlottenburg-wilmersdorf.csv
Philipp,9,m,2,2019,charlottenburg-wilmersdorf.csv
Mia,9,w,2,2019,charlottenburg-wilmersdorf.csv
Wilhelm,9,m,2,2019,charlottenburg-wilmersdorf.csv
Victoria,9,w,2,2019,charlottenburg-wilmersdorf.csv
Leonie,9,w,1,2019,charlottenburg-wilmersdorf.csv
Leyla,9,w,1,2019,charlottenburg-wilmersdorf.csv
Luise,9,w,1,2019,charlottenburg-wilmersdorf.csv
Maria,9,w,1,2019,charlottenburg-wilmersdorf.csv
Nele,9,w,1,2019,charlottenburg-wilmersdorf.csv
Valentina,9,w,1,2019,charlottenburg-wilmersdorf.csv
Amir,9,m,1,2019,charlottenburg-wilmersdorf.csv
Erik,9,m,1,2019,charlottenburg-wilmersdorf.csv
Hugo,9,m,1,2019,charlottenburg-wilmersdorf.csv
Joris,9,m,1,2019,charlottenburg-wilmersdorf.csv
Joshua,9,m,1,2019,charlottenburg-wilmersdorf.csv
Leonardo,9,m,1,2019,charlottenburg-wilmersdorf.csv
Oliver,9,m,1,2019,charlottenburg-wilmersdorf.csv
Tom,9,m,1,2019,charlottenburg-wilmersdorf.csv
Yusuf,9,m,1,2019,charlottenburg-wilmersdorf.csv
Can,8,m,2,2019,charlottenburg-wilmersdorf.csv
Amalia,8,w,2,2019,charlottenburg-wilmersdorf.csv
Constantin,8,m,2,2019,charlottenburg-wilmersdorf.csv
Su,8,w,2,2019,charlottenburg-wilmersdorf.csv
Felix,8,m,2,2019,charlottenburg-wilmersdorf.csv
Henri,8,m,2,2019,charlottenburg-wilmersdorf.csv
Jonathan,8,m,2,2019,charlottenburg-wilmersdorf.csv
Leander,8,m,2,2019,charlottenburg-wilmersdorf.csv
Luis,8,m,2,2019,charlottenburg-wilmersdorf.csv
Robert,8,m,2,2019,charlottenburg-wilmersdorf.csv
Cleo,8,w,1,2019,charlottenburg-wilmersdorf.csv
Elena,8,w,1,2019,charlottenburg-wilmersdorf.csv
Eva,8,w,1,2019,charlottenburg-wilmersdorf.csv
Frida,8,w,1,2019,charlottenburg-wilmersdorf.csv
Juna,8,w,1,2019,charlottenburg-wilmersdorf.csv
Klara,8,w,1,2019,charlottenburg-wilmersdorf.csv
Lilly,8,w,1,2019,charlottenburg-wilmersdorf.csv
Lotta,8,w,1,2019,charlottenburg-wilmersdorf.csv
Luisa,8,w,1,2019,charlottenburg-wilmersdorf.csv
Marlene,8,w,1,2019,charlottenburg-wilmersdorf.csv
Martha,8,w,1,2019,charlottenburg-wilmersdorf.csv
Paulina,8,w,1,2019,charlottenburg-wilmersdorf.csv
Ali,8,m,1,2019,charlottenburg-wilmersdorf.csv
Rosa,8,w,1,2019,charlottenburg-wilmersdorf.csv
Fritz,8,m,1,2019,charlottenburg-wilmersdorf.csv
Sara,8,w,1,2019,charlottenburg-wilmersdorf.csv
Johannes,8,m,1,2019,charlottenburg-wilmersdorf.csv
Zoe,8,w,1,2019,charlottenburg-wilmersdorf.csv
Julian,8,m,1,2019,charlottenburg-wilmersdorf.csv
Lasse,8,m,1,2019,charlottenburg-wilmersdorf.csv
Luis,8,m,1,2019,charlottenburg-wilmersdorf.csv
Mattis,8,m,1,2019,charlottenburg-wilmersdorf.csv
Michael,8,m,1,2019,charlottenburg-wilmersdorf.csv
Oscar,8,m,1,2019,charlottenburg-wilmersdorf.csv
Yunus,8,m,1,2019,charlottenburg-wilmersdorf.csv
Carlotta,7,w,2,2019,charlottenburg-wilmersdorf.csv
Isabella,7,w,2,2019,charlottenburg-wilmersdorf.csv
Liya,7,w,2,2019,charlottenburg-wilmersdorf.csv
Nur,7,w,2,2019,charlottenburg-wilmersdorf.csv
Sofie,7,w,2,2019,charlottenburg-wilmersdorf.csv
Aaron,7,m,2,2019,charlottenburg-wilmersdorf.csv
David,7,m,2,2019,charlottenburg-wilmersdorf.csv
Julius,7,m,2,2019,charlottenburg-wilmersdorf.csv
Leopold,7,m,2,2019,charlottenburg-wilmersdorf.csv
Richard,7,m,2,2019,charlottenburg-wilmersdorf.csv
Samuel,7,m,2,2019,charlottenburg-wilmersdorf.csv
Alisa,7,w,1,2019,charlottenburg-wilmersdorf.csv
Amalia,7,w,1,2019,charlottenburg-wilmersdorf.csv
Elise,7,w,1,2019,charlottenburg-wilmersdorf.csv
Leah,7,w,1,2019,charlottenburg-wilmersdorf.csv
Livia,7,w,1,2019,charlottenburg-wilmersdorf.csv
Luna,7,w,1,2019,charlottenburg-wilmersdorf.csv
Mara,7,w,1,2019,charlottenburg-wilmersdorf.csv
Albert,7,m,1,2019,charlottenburg-wilmersdorf.csv
Rosalie,7,w,1,2019,charlottenburg-wilmersdorf.csv
Georg,7,m,1,2019,charlottenburg-wilmersdorf.csv
Sarah,7,w,1,2019,charlottenburg-wilmersdorf.csv
Kian,7,m,1,2019,charlottenburg-wilmersdorf.csv
Yuna,7,w,1,2019,charlottenburg-wilmersdorf.csv
Levin,7,m,1,2019,charlottenburg-wilmersdorf.csv
Lio,7,m,1,2019,charlottenburg-wilmersdorf.csv
Malik,7,m,1,2019,charlottenburg-wilmersdorf.csv
Mateo,7,m,1,2019,charlottenburg-wilmersdorf.csv
Mio,7,m,1,2019,charlottenburg-wilmersdorf.csv
Ole,7,m,1,2019,charlottenburg-wilmersdorf.csv
Timur,7,m,1,2019,charlottenburg-wilmersdorf.csv
Tobias,7,m,1,2019,charlottenburg-wilmersdorf.csv
Valentin,7,m,1,2019,charlottenburg-wilmersdorf.csv
Elisabeth,6,w,3,2019,charlottenburg-wilmersdorf.csv
Antonia,6,w,2,2019,charlottenburg-wilmersdorf.csv
Emma,6,w,2,2019,charlottenburg-wilmersdorf.csv
Helene,6,w,2,2019,charlottenburg-wilmersdorf.csv
Lea,6,w,2,2019,charlottenburg-wilmersdorf.csv
Lina,6,w,2,2019,charlottenburg-wilmersdorf.csv
Louise,6,w,2,2019,charlottenburg-wilmersdorf.csv
Magdalena,6,w,2,2019,charlottenburg-wilmersdorf.csv
Albert,6,m,2,2019,charlottenburg-wilmersdorf.csv
Mathilda,6,w,2,2019,charlottenburg-wilmersdorf.csv
Christian,6,m,2,2019,charlottenburg-wilmersdorf.csv
Mina,6,w,2,2019,charlottenburg-wilmersdorf.csv
Franz,6,m,2,2019,charlottenburg-wilmersdorf.csv
Sofia,6,w,2,2019,charlottenburg-wilmersdorf.csv
Gustav,6,m,2,2019,charlottenburg-wilmersdorf.csv
Konstantin,6,m,2,2019,charlottenburg-wilmersdorf.csv
Levi,6,m,2,2019,charlottenburg-wilmersdorf.csv
Otto,6,m,2,2019,charlottenburg-wilmersdorf.csv
Pepe,6,m,2,2019,charlottenburg-wilmersdorf.csv
Amira,6,w,1,2019,charlottenburg-wilmersdorf.csv
Elin,6,w,1,2019,charlottenburg-wilmersdorf.csv
Elsa,6,w,1,2019,charlottenburg-wilmersdorf.csv
Fiona,6,w,1,2019,charlottenburg-wilmersdorf.csv
Helene,6,w,1,2019,charlottenburg-wilmersdorf.csv
Karla,6,w,1,2019,charlottenburg-wilmersdorf.csv
Lisa,6,w,1,2019,charlottenburg-wilmersdorf.csv
Liv,6,w,1,2019,charlottenburg-wilmersdorf.csv
Maja,6,w,1,2019,charlottenburg-wilmersdorf.csv
Jaron,6,m,1,2019,charlottenburg-wilmersdorf.csv
Marla,6,w,1,2019,charlottenburg-wilmersdorf.csv
Kiyan,6,m,1,2019,charlottenburg-wilmersdorf.csv
Mona,6,w,1,2019,charlottenburg-wilmersdorf.csv
Konstantin,6,m,1,2019,charlottenburg-wilmersdorf.csv
Nils,6,m,1,2019,charlottenburg-wilmersdorf.csv
Rafael,6,m,1,2019,charlottenburg-wilmersdorf.csv
Rio,6,m,1,2019,charlottenburg-wilmersdorf.csv
Tim,6,m,1,2019,charlottenburg-wilmersdorf.csv
Toni,6,m,1,2019,charlottenburg-wilmersdorf.csv
William,6,m,1,2019,charlottenburg-wilmersdorf.csv
Yasin,6,m,1,2019,charlottenburg-wilmersdorf.csv
Ömer,6,m,1,2019,charlottenburg-wilmersdorf.csv
Friedrich,5,m,3,2019,charlottenburg-wilmersdorf.csv
Peter,5,m,3,2019,charlottenburg-wilmersdorf.csv
Walter,5,m,3,2019,charlottenburg-wilmersdorf.csv
Charlotte,5,w,3,2019,charlottenburg-wilmersdorf.csv
Alexandra,5,w,2,2019,charlottenburg-wilmersdorf.csv
Ava,5,w,2,2019,charlottenburg-wilmersdorf.csv
Emilie,5,w,2,2019,charlottenburg-wilmersdorf.csv
Eva,5,w,2,2019,charlottenburg-wilmersdorf.csv
Ida,5,w,2,2019,charlottenburg-wilmersdorf.csv
Benedikt,5,m,2,2019,charlottenburg-wilmersdorf.csv
Josephine,5,w,2,2019,charlottenburg-wilmersdorf.csv
Bruno,5,m,2,2019,charlottenburg-wilmersdorf.csv
Leni,5,w,2,2019,charlottenburg-wilmersdorf.csv
Carl,5,m,2,2019,charlottenburg-wilmersdorf.csv
Margarete,5,w,2,2019,charlottenburg-wilmersdorf.csv
Caspar,5,m,2,2019,charlottenburg-wilmersdorf.csv
Mathilde,5,w,2,2019,charlottenburg-wilmersdorf.csv
Daniel,5,m,2,2019,charlottenburg-wilmersdorf.csv
Matilda,5,w,2,2019,charlottenburg-wilmersdorf.csv
Elia,5,m,2,2019,charlottenburg-wilmersdorf.csv
Nisa,5,w,2,2019,charlottenburg-wilmersdorf.csv
Frederik,5,m,2,2019,charlottenburg-wilmersdorf.csv
Olivia,5,w,2,2019,charlottenburg-wilmersdorf.csv
Hans,5,m,2,2019,charlottenburg-wilmersdorf.csv
Rose,5,w,2,2019,charlottenburg-wilmersdorf.csv
Jacob,5,m,2,2019,charlottenburg-wilmersdorf.csv
Viktoria,5,w,2,2019,charlottenburg-wilmersdorf.csv
Jakob,5,m,2,2019,charlottenburg-wilmersdorf.csv
Jan,5,m,2,2019,charlottenburg-wilmersdorf.csv
Josef,5,m,2,2019,charlottenburg-wilmersdorf.csv
Konrad,5,m,2,2019,charlottenburg-wilmersdorf.csv
Leon,5,m,2,2019,charlottenburg-wilmersdorf.csv
Lukas,5,m,2,2019,charlottenburg-wilmersdorf.csv
Max,5,m,2,2019,charlottenburg-wilmersdorf.csv
Noel,5,m,2,2019,charlottenburg-wilmersdorf.csv
Oscar,5,m,2,2019,charlottenburg-wilmersdorf.csv
Oskar,5,m,2,2019,charlottenburg-wilmersdorf.csv
Peter,5,m,2,2019,charlottenburg-wilmersdorf.csv
Raphael,5,m,2,2019,charlottenburg-wilmersdorf.csv
Ada,5,w,1,2019,charlottenburg-wilmersdorf.csv
Aliya,5,w,1,2019,charlottenburg-wilmersdorf.csv
Aliyah,5,w,1,2019,charlottenburg-wilmersdorf.csv
Alva,5,w,1,2019,charlottenburg-wilmersdorf.csv
Amelia,5,w,1,2019,charlottenburg-wilmersdorf.csv
Anastasia,5,w,1,2019,charlottenburg-wilmersdorf.csv
Ariana,5,w,1,2019,charlottenburg-wilmersdorf.csv
Azra,5,w,1,2019,charlottenburg-wilmersdorf.csv
Edda,5,w,1,2019,charlottenburg-wilmersdorf.csv
Adem,5,m,1,2019,charlottenburg-wilmersdorf.csv
Fatima,5,w,1,2019,charlottenburg-wilmersdorf.csv
Can,5,m,1,2019,charlottenburg-wilmersdorf.csv
Karlotta,5,w,1,2019,charlottenburg-wilmersdorf.csv
Carlo,5,m,1,2019,charlottenburg-wilmersdorf.csv
Linda,5,w,1,2019,charlottenburg-wilmersdorf.csv
Caspar,5,m,1,2019,charlottenburg-wilmersdorf.csv
Linnea,5,w,1,2019,charlottenburg-wilmersdorf.csv
Clemens,5,m,1,2019,charlottenburg-wilmersdorf.csv
Lola,5,w,1,2019,charlottenburg-wilmersdorf.csv
Damian,5,m,1,2019,charlottenburg-wilmersdorf.csv
Louise,5,w,1,2019,charlottenburg-wilmersdorf.csv
Emilian,5,m,1,2019,charlottenburg-wilmersdorf.csv
Malia,5,w,1,2019,charlottenburg-wilmersdorf.csv
Fabian,5,m,1,2019,charlottenburg-wilmersdorf.csv
Mayla,5,w,1,2019,charlottenburg-wilmersdorf.csv
Franz,5,m,1,2019,charlottenburg-wilmersdorf.csv
Melina,5,w,1,2019,charlottenburg-wilmersdorf.csv
Frederick,5,m,1,2019,charlottenburg-wilmersdorf.csv
Merle,5,w,1,2019,charlottenburg-wilmersdorf.csv
Hamza,5,m,1,2019,charlottenburg-wilmersdorf.csv
Milena,5,w,1,2019,charlottenburg-wilmersdorf.csv
Hannes,5,m,1,2019,charlottenburg-wilmersdorf.csv
Noa,5,w,1,2019,charlottenburg-wilmersdorf.csv
Hans,5,m,1,2019,charlottenburg-wilmersdorf.csv
Noemi,5,w,1,2019,charlottenburg-wilmersdorf.csv
Johan,5,m,1,2019,charlottenburg-wilmersdorf.csv
John,5,m,1,2019,charlottenburg-wilmersdorf.csv
Karim,5,m,1,2019,charlottenburg-wilmersdorf.csv
Laurin,5,m,1,2019,charlottenburg-wilmersdorf.csv
Leander,5,m,1,2019,charlottenburg-wilmersdorf.csv
Lennard,5,m,1,2019,charlottenburg-wilmersdorf.csv
Luan,5,m,1,2019,charlottenburg-wilmersdorf.csv
Luka,5,m,1,2019,charlottenburg-wilmersdorf.csv
Mert,5,m,1,2019,charlottenburg-wilmersdorf.csv
Mohammad,5,m,1,2019,charlottenburg-wilmersdorf.csv
Musa,5,m,1,2019,charlottenburg-wilmersdorf.csv
Robin,5,m,1,2019,charlottenburg-wilmersdorf.csv
Titus,5,m,1,2019,charlottenburg-wilmersdorf.csv
Victor,5,m,1,2019,charlottenburg-wilmersdorf.csv
Johannes,4,m,3,2019,charlottenburg-wilmersdorf.csv
Leonard,4,m,3,2019,charlottenburg-wilmersdorf.csv
Paul,4,m,3,2019,charlottenburg-wilmersdorf.csv
Richard,4,m,3,2019,charlottenburg-wilmersdorf.csv
Elena,4,w,2,2019,charlottenburg-wilmersdorf.csv
Frida,4,w,2,2019,charlottenburg-wilmersdorf.csv
Jasmin,4,w,2,2019,charlottenburg-wilmersdorf.csv
Leonie,4,w,2,2019,charlottenburg-wilmersdorf.csv
Lia,4,w,2,2019,charlottenburg-wilmersdorf.csv
Lotta,4,w,2,2019,charlottenburg-wilmersdorf.csv
Malou,4,w,2,2019,charlottenburg-wilmersdorf.csv
Marianne,4,w,2,2019,charlottenburg-wilmersdorf.csv
Maya,4,w,2,2019,charlottenburg-wilmersdorf.csv
Minou,4,w,2,2019,charlottenburg-wilmersdorf.csv
Noemi,4,w,2,2019,charlottenburg-wilmersdorf.csv
Philine,4,w,2,2019,charlottenburg-wilmersdorf.csv
Adrian,4,m,2,2019,charlottenburg-wilmersdorf.csv
Renate,4,w,2,2019,charlottenburg-wilmersdorf.csv
August,4,m,2,2019,charlottenburg-wilmersdorf.csv
Rita,4,w,2,2019,charlottenburg-wilmersdorf.csv
Erik,4,m,2,2019,charlottenburg-wilmersdorf.csv
Rosa,4,w,2,2019,charlottenburg-wilmersdorf.csv
Ferdinand,4,m,2,2019,charlottenburg-wilmersdorf.csv
Rosalie,4,w,2,2019,charlottenburg-wilmersdorf.csv
Finn,4,m,2,2019,charlottenburg-wilmersdorf.csv
Stella,4,w,2,2019,charlottenburg-wilmersdorf.csv
Fritz,4,m,2,2019,charlottenburg-wilmersdorf.csv
Georg,4,m,2,2019,charlottenburg-wilmersdorf.csv
Gregor,4,m,2,2019,charlottenburg-wilmersdorf.csv
Heinrich,4,m,2,2019,charlottenburg-wilmersdorf.csv
Henry,4,m,2,2019,charlottenburg-wilmersdorf.csv
Hugo,4,m,2,2019,charlottenburg-wilmersdorf.csv
Isaac,4,m,2,2019,charlottenburg-wilmersdorf.csv
Johann,4,m,2,2019,charlottenburg-wilmersdorf.csv
Jona,4,m,2,2019,charlottenburg-wilmersdorf.csv
Jonas,4,m,2,2019,charlottenburg-wilmersdorf.csv
Julian,4,m,2,2019,charlottenburg-wilmersdorf.csv
Justus,4,m,2,2019,charlottenburg-wilmersdorf.csv
Levin,4,m,2,2019,charlottenburg-wilmersdorf.csv
Liam,4,m,2,2019,charlottenburg-wilmersdorf.csv
Lucas,4,m,2,2019,charlottenburg-wilmersdorf.csv
Mio,4,m,2,2019,charlottenburg-wilmersdorf.csv
Nicolas,4,m,2,2019,charlottenburg-wilmersdorf.csv
Niklas,4,m,2,2019,charlottenburg-wilmersdorf.csv
Ole,4,m,2,2019,charlottenburg-wilmersdorf.csv
Theo,4,m,2,2019,charlottenburg-wilmersdorf.csv
Thomas,4,m,2,2019,charlottenburg-wilmersdorf.csv
Tom,4,m,2,2019,charlottenburg-wilmersdorf.csv
Yiğit,4,m,2,2019,charlottenburg-wilmersdorf.csv
Alea,4,w,1,2019,charlottenburg-wilmersdorf.csv
Alina,4,w,1,2019,charlottenburg-wilmersdorf.csv
Amaya,4,w,1,2019,charlottenburg-wilmersdorf.csv
Amina,4,w,1,2019,charlottenburg-wilmersdorf.csv
Aurelia,4,w,1,2019,charlottenburg-wilmersdorf.csv
Ayla,4,w,1,2019,charlottenburg-wilmersdorf.csv
Clea,4,w,1,2019,charlottenburg-wilmersdorf.csv
Elina,4,w,1,2019,charlottenburg-wilmersdorf.csv
Flora,4,w,1,2019,charlottenburg-wilmersdorf.csv
Freya,4,w,1,2019,charlottenburg-wilmersdorf.csv
Gloria,4,w,1,2019,charlottenburg-wilmersdorf.csv
Hafsa,4,w,1,2019,charlottenburg-wilmersdorf.csv
Hedwig,4,w,1,2019,charlottenburg-wilmersdorf.csv
Helen,4,w,1,2019,charlottenburg-wilmersdorf.csv
Alwin,4,m,1,2019,charlottenburg-wilmersdorf.csv
Hella,4,w,1,2019,charlottenburg-wilmersdorf.csv
Antonio,4,m,1,2019,charlottenburg-wilmersdorf.csv
Isabel,4,w,1,2019,charlottenburg-wilmersdorf.csv
Aron,4,m,1,2019,charlottenburg-wilmersdorf.csv
Juli,4,w,1,2019,charlottenburg-wilmersdorf.csv
Bela,4,m,1,2019,charlottenburg-wilmersdorf.csv
Kira,4,w,1,2019,charlottenburg-wilmersdorf.csv
Charlie,4,m,1,2019,charlottenburg-wilmersdorf.csv
Liana,4,w,1,2019,charlottenburg-wilmersdorf.csv
Constantin,4,m,1,2019,charlottenburg-wilmersdorf.csv
Liyana,4,w,1,2019,charlottenburg-wilmersdorf.csv
