Vorname,Anzahl,Geschlecht,Jahr,Bezirk
Lukas,20,m,2016,charlottenburg-wilmersdorf.csv
Michael,20,m,2016,charlottenburg-wilmersdorf.csv
Philipp,20,m,2016,charlottenburg-wilmersdorf.csv
Ava,19,w,2016,charlottenburg-wilmersdorf.csv
Hannah,19,w,2016,charlottenburg-wilmersdorf.csv
Isabella,19,w,2016,charlottenburg-wilmersdorf.csv
Lia,19,w,2016,charlottenburg-wilmersdorf.csv
Pauline,19,w,2016,charlottenburg-wilmersdorf.csv
Carl,19,m,2016,charlottenburg-wilmersdorf.csv
Luis,19,m,2016,charlottenburg-wilmersdorf.csv
Niklas,19,m,2016,charlottenburg-wilmersdorf.csv
Vincent,19,m,2016,charlottenburg-wilmersdorf.csv
Ela,18,w,2016,charlottenburg-wilmersdorf.csv
Greta,18,w,2016,charlottenburg-wilmersdorf.csv
Hanna,18,w,2016,charlottenburg-wilmersdorf.csv
Laura,18,w,2016,charlottenburg-wilmersdorf.csv
Lena,18,w,2016,charlottenburg-wilmersdorf.csv
Nora,18,w,2016,charlottenburg-wilmersdorf.csv
Constantin,18,m,2016,charlottenburg-wilmersdorf.csv
Georg,18,m,2016,charlottenburg-wilmersdorf.csv
Alexandra,17,w,2016,charlottenburg-wilmersdorf.csv
Frida,17,w,2016,charlottenburg-wilmersdorf.csv
Julia,17,w,2016,charlottenburg-wilmersdorf.csv
Martha,17,w,2016,charlottenburg-wilmersdorf.csv
Theresa,17,w,2016,charlottenburg-wilmersdorf.csv
Ben,17,m,2016,charlottenburg-wilmersdorf.csv
Jan,17,m,2016,charlottenburg-wilmersdorf.csv
Justus,17,m,2016,charlottenburg-wilmersdorf.csv
Tim,17,m,2016,charlottenburg-wilmersdorf.csv
Emily,16,w,2016,charlottenburg-wilmersdorf.csv
Maja,16,w,2016,charlottenburg-wilmersdorf.csv
Paula,16,w,2016,charlottenburg-wilmersdorf.csv
August,16,m,2016,charlottenburg-wilmersdorf.csv
Caspar,16,m,2016,charlottenburg-wilmersdorf.csv
Leopold,16,m,2016,charlottenburg-wilmersdorf.csv
Levi,16,m,2016,charlottenburg-wilmersdorf.csv
Milo,16,m,2016,charlottenburg-wilmersdorf.csv
Simon,16,m,2016,charlottenburg-wilmersdorf.csv
Mina,15,w,2016,charlottenburg-wilmersdorf.csv
Rosa,15,w,2016,charlottenburg-wilmersdorf.csv
Arthur,15,m,2016,charlottenburg-wilmersdorf.csv
Christian,15,m,2016,charlottenburg-wilmersdorf.csv
Ferdinand,15,m,2016,charlottenburg-wilmersdorf.csv
Gabriel,15,m,2016,charlottenburg-wilmersdorf.csv
Henry,15,m,2016,charlottenburg-wilmersdorf.csv
Matteo,15,m,2016,charlottenburg-wilmersdorf.csv
Otto,15,m,2016,charlottenburg-wilmersdorf.csv
Raphael,15,m,2016,charlottenburg-wilmersdorf.csv
Elif,14,w,2016,charlottenburg-wilmersdorf.csv
Frieda,14,w,2016,charlottenburg-wilmersdorf.csv
Lara,14,w,2016,charlottenburg-wilmersdorf.csv
Lotte,14,w,2016,charlottenburg-wilmersdorf.csv
Louisa,14,w,2016,charlottenburg-wilmersdorf.csv
Louise,14,w,2016,charlottenburg-wilmersdorf.csv
Mathilda,14,w,2016,charlottenburg-wilmersdorf.csv
Finn,14,m,2016,charlottenburg-wilmersdorf.csv
Jasper,14,m,2016,charlottenburg-wilmersdorf.csv
Leander,14,m,2016,charlottenburg-wilmersdorf.csv
Martin,14,m,2016,charlottenburg-wilmersdorf.csv
Max,14,m,2016,charlottenburg-wilmersdorf.csv
Noel,14,m,2016,charlottenburg-wilmersdorf.csv
Oliver,14,m,2016,charlottenburg-wilmersdorf.csv
Richard,14,m,2016,charlottenburg-wilmersdorf.csv
Thomas,14,m,2016,charlottenburg-wilmersdorf.csv
Alma,13,w,2016,charlottenburg-wilmersdorf.csv
Amalia,13,w,2016,charlottenburg-wilmersdorf.csv
Carlotta,13,w,2016,charlottenburg-wilmersdorf.csv
Klara,13,w,2016,charlottenburg-wilmersdorf.csv
Luna,13,w,2016,charlottenburg-wilmersdorf.csv
Magdalena,13,w,2016,charlottenburg-wilmersdorf.csv
Maya,13,w,2016,charlottenburg-wilmersdorf.csv
Olivia,13,w,2016,charlottenburg-wilmersdorf.csv
Zoe,13,w,2016,charlottenburg-wilmersdorf.csv
Aaron,13,m,2016,charlottenburg-wilmersdorf.csv
Adrian,13,m,2016,charlottenburg-wilmersdorf.csv
Amir,13,m,2016,charlottenburg-wilmersdorf.csv
Fabian,13,m,2016,charlottenburg-wilmersdorf.csv
Ada,12,w,2016,charlottenburg-wilmersdorf.csv
Antonia,12,w,2016,charlottenburg-wilmersdorf.csv
Eva,12,w,2016,charlottenburg-wilmersdorf.csv
Lotta,12,w,2016,charlottenburg-wilmersdorf.csv
Viktoria,12,w,2016,charlottenburg-wilmersdorf.csv
Antonio,12,m,2016,charlottenburg-wilmersdorf.csv
Erik,12,m,2016,charlottenburg-wilmersdorf.csv
Malik,12,m,2016,charlottenburg-wilmersdorf.csv
Oscar,12,m,2016,charlottenburg-wilmersdorf.csv
Rafael,12,m,2016,charlottenburg-wilmersdorf.csv
Wilhelm,12,m,2016,charlottenburg-wilmersdorf.csv
Yasin,12,m,2016,charlottenburg-wilmersdorf.csv
Alicia,11,w,2016,charlottenburg-wilmersdorf.csv
Anouk,11,w,2016,charlottenburg-wilmersdorf.csv
Leyla,11,w,2016,charlottenburg-wilmersdorf.csv
Matilda,11,w,2016,charlottenburg-wilmersdorf.csv
Nur,11,w,2016,charlottenburg-wilmersdorf.csv
Valentina,11,w,2016,charlottenburg-wilmersdorf.csv
Edgar,11,m,2016,charlottenburg-wilmersdorf.csv
Emilian,11,m,2016,charlottenburg-wilmersdorf.csv
Jonah,11,m,2016,charlottenburg-wilmersdorf.csv
Leonardo,11,m,2016,charlottenburg-wilmersdorf.csv
Alva,10,w,2016,charlottenburg-wilmersdorf.csv
Anni,10,w,2016,charlottenburg-wilmersdorf.csv
Josefine,10,w,2016,charlottenburg-wilmersdorf.csv
Lilly,10,w,2016,charlottenburg-wilmersdorf.csv
Livia,10,w,2016,charlottenburg-wilmersdorf.csv
Mara,10,w,2016,charlottenburg-wilmersdorf.csv
Paulina,10,w,2016,charlottenburg-wilmersdorf.csv
Romy,10,w,2016,charlottenburg-wilmersdorf.csv
Florian,10,m,2016,charlottenburg-wilmersdorf.csv
Fynn,10,m,2016,charlottenburg-wilmersdorf.csv
Johan,10,m,2016,charlottenburg-wilmersdorf.csv
Kasimir,10,m,2016,charlottenburg-wilmersdorf.csv
Lasse,10,m,2016,charlottenburg-wilmersdorf.csv
Mats,10,m,2016,charlottenburg-wilmersdorf.csv
Omar,10,m,2016,charlottenburg-wilmersdorf.csv
Pepe,10,m,2016,charlottenburg-wilmersdorf.csv
Alice,9,w,2016,charlottenburg-wilmersdorf.csv
Amina,9,w,2016,charlottenburg-wilmersdorf.csv
Elena,9,w,2016,charlottenburg-wilmersdorf.csv
Elise,9,w,2016,charlottenburg-wilmersdorf.csv
Florentine,9,w,2016,charlottenburg-wilmersdorf.csv
Liv,9,w,2016,charlottenburg-wilmersdorf.csv
Miray,9,w,2016,charlottenburg-wilmersdorf.csv
Nele,9,w,2016,charlottenburg-wilmersdorf.csv
Noemi,9,w,2016,charlottenburg-wilmersdorf.csv
Sara,9,w,2016,charlottenburg-wilmersdorf.csv
Ahmad,9,m,2016,charlottenburg-wilmersdorf.csv
Amin,9,m,2016,charlottenburg-wilmersdorf.csv
Artur,9,m,2016,charlottenburg-wilmersdorf.csv
Benno,9,m,2016,charlottenburg-wilmersdorf.csv
Jacob,9,m,2016,charlottenburg-wilmersdorf.csv
Joris,9,m,2016,charlottenburg-wilmersdorf.csv
Kian,9,m,2016,charlottenburg-wilmersdorf.csv
Levin,9,m,2016,charlottenburg-wilmersdorf.csv
Mattis,9,m,2016,charlottenburg-wilmersdorf.csv
Tom,9,m,2016,charlottenburg-wilmersdorf.csv
Alisa,8,w,2016,charlottenburg-wilmersdorf.csv
Aurora,8,w,2016,charlottenburg-wilmersdorf.csv
Barbara,8,w,2016,charlottenburg-wilmersdorf.csv
Cosima,8,w,2016,charlottenburg-wilmersdorf.csv
Edda,8,w,2016,charlottenburg-wilmersdorf.csv
Fatima,8,w,2016,charlottenburg-wilmersdorf.csv
Felicitas,8,w,2016,charlottenburg-wilmersdorf.csv
Lisa,8,w,2016,charlottenburg-wilmersdorf.csv
Liya,8,w,2016,charlottenburg-wilmersdorf.csv
Lou,8,w,2016,charlottenburg-wilmersdorf.csv
Rosalie,8,w,2016,charlottenburg-wilmersdorf.csv
Sofie,8,w,2016,charlottenburg-wilmersdorf.csv
Can,8,m,2016,charlottenburg-wilmersdorf.csv
Stella,8,w,2016,charlottenburg-wilmersdorf.csv
Damian,8,m,2016,charlottenburg-wilmersdorf.csv
Emilio,8,m,2016,charlottenburg-wilmersdorf.csv
Jannis,8,m,2016,charlottenburg-wilmersdorf.csv
Jona,8,m,2016,charlottenburg-wilmersdorf.csv
Kilian,8,m,2016,charlottenburg-wilmersdorf.csv
Ludwig,8,m,2016,charlottenburg-wilmersdorf.csv
Maria,8,m,2016,charlottenburg-wilmersdorf.csv
Mateo,8,m,2016,charlottenburg-wilmersdorf.csv
Maxim,8,m,2016,charlottenburg-wilmersdorf.csv
Mika,8,m,2016,charlottenburg-wilmersdorf.csv
Mohammad,8,m,2016,charlottenburg-wilmersdorf.csv
Muhammed,8,m,2016,charlottenburg-wilmersdorf.csv
Ole,8,m,2016,charlottenburg-wilmersdorf.csv
Robert,8,m,2016,charlottenburg-wilmersdorf.csv
Sebastian,8,m,2016,charlottenburg-wilmersdorf.csv
Alessia,7,w,2016,charlottenburg-wilmersdorf.csv
Alina,7,w,2016,charlottenburg-wilmersdorf.csv
Amelia,7,w,2016,charlottenburg-wilmersdorf.csv
Carla,7,w,2016,charlottenburg-wilmersdorf.csv
Christina,7,w,2016,charlottenburg-wilmersdorf.csv
Eleonore,7,w,2016,charlottenburg-wilmersdorf.csv
Emilie,7,w,2016,charlottenburg-wilmersdorf.csv
Isabel,7,w,2016,charlottenburg-wilmersdorf.csv
Jasmin,7,w,2016,charlottenburg-wilmersdorf.csv
Julie,7,w,2016,charlottenburg-wilmersdorf.csv
Leni,7,w,2016,charlottenburg-wilmersdorf.csv
Lola,7,w,2016,charlottenburg-wilmersdorf.csv
Meryem,7,w,2016,charlottenburg-wilmersdorf.csv
Milena,7,w,2016,charlottenburg-wilmersdorf.csv
Nina,7,w,2016,charlottenburg-wilmersdorf.csv
Bruno,7,m,2016,charlottenburg-wilmersdorf.csv
Rose,7,w,2016,charlottenburg-wilmersdorf.csv
Elyas,7,m,2016,charlottenburg-wilmersdorf.csv
Valerie,7,w,2016,charlottenburg-wilmersdorf.csv
Gustav,7,m,2016,charlottenburg-wilmersdorf.csv
Ibrahim,7,m,2016,charlottenburg-wilmersdorf.csv
Ilyas,7,m,2016,charlottenburg-wilmersdorf.csv
James,7,m,2016,charlottenburg-wilmersdorf.csv
Jannik,7,m,2016,charlottenburg-wilmersdorf.csv
John,7,m,2016,charlottenburg-wilmersdorf.csv
Leonhard,7,m,2016,charlottenburg-wilmersdorf.csv
Lucas,7,m,2016,charlottenburg-wilmersdorf.csv
Manuel,7,m,2016,charlottenburg-wilmersdorf.csv
Nicolas,7,m,2016,charlottenburg-wilmersdorf.csv
Peter,7,m,2016,charlottenburg-wilmersdorf.csv
Victor,7,m,2016,charlottenburg-wilmersdorf.csv
Annabelle,6,w,2016,charlottenburg-wilmersdorf.csv
Aurelia,6,w,2016,charlottenburg-wilmersdorf.csv
Azra,6,w,2016,charlottenburg-wilmersdorf.csv
Cleo,6,w,2016,charlottenburg-wilmersdorf.csv
Daria,6,w,2016,charlottenburg-wilmersdorf.csv
Defne,6,w,2016,charlottenburg-wilmersdorf.csv
Elin,6,w,2016,charlottenburg-wilmersdorf.csv
Finja,6,w,2016,charlottenburg-wilmersdorf.csv
Friederike,6,w,2016,charlottenburg-wilmersdorf.csv
Grace,6,w,2016,charlottenburg-wilmersdorf.csv
Henriette,6,w,2016,charlottenburg-wilmersdorf.csv
Ingrid,6,w,2016,charlottenburg-wilmersdorf.csv
Andreas,6,m,2016,charlottenburg-wilmersdorf.csv
Karlotta,6,w,2016,charlottenburg-wilmersdorf.csv
Aslan,6,m,2016,charlottenburg-wilmersdorf.csv
Lilli,6,w,2016,charlottenburg-wilmersdorf.csv
Bennet,6,m,2016,charlottenburg-wilmersdorf.csv
Lucia,6,w,2016,charlottenburg-wilmersdorf.csv
Eric,6,m,2016,charlottenburg-wilmersdorf.csv
Malia,6,w,2016,charlottenburg-wilmersdorf.csv
Franz,6,m,2016,charlottenburg-wilmersdorf.csv
Mariam,6,w,2016,charlottenburg-wilmersdorf.csv
Hamza,6,m,2016,charlottenburg-wilmersdorf.csv
Marianne,6,w,2016,charlottenburg-wilmersdorf.csv
Hannes,6,m,2016,charlottenburg-wilmersdorf.csv
Martina,6,w,2016,charlottenburg-wilmersdorf.csv
Hans,6,m,2016,charlottenburg-wilmersdorf.csv
Mathilde,6,w,2016,charlottenburg-wilmersdorf.csv
Hassan,6,m,2016,charlottenburg-wilmersdorf.csv
Michaela,6,w,2016,charlottenburg-wilmersdorf.csv
Hendrik,6,m,2016,charlottenburg-wilmersdorf.csv
Pia,6,w,2016,charlottenburg-wilmersdorf.csv
Henrik,6,m,2016,charlottenburg-wilmersdorf.csv
Rebecca,6,w,2016,charlottenburg-wilmersdorf.csv
Jannes,6,m,2016,charlottenburg-wilmersdorf.csv
Ronja,6,w,2016,charlottenburg-wilmersdorf.csv
Juri,6,m,2016,charlottenburg-wilmersdorf.csv
Su,6,w,2016,charlottenburg-wilmersdorf.csv
Kaan,6,m,2016,charlottenburg-wilmersdorf.csv
Tilda,6,w,2016,charlottenburg-wilmersdorf.csv
Karim,6,m,2016,charlottenburg-wilmersdorf.csv
Valeria,6,w,2016,charlottenburg-wilmersdorf.csv
Konrad,6,m,2016,charlottenburg-wilmersdorf.csv
Kurt,6,m,2016,charlottenburg-wilmersdorf.csv
Lian,6,m,2016,charlottenburg-wilmersdorf.csv
Lias,6,m,2016,charlottenburg-wilmersdorf.csv
Marc,6,m,2016,charlottenburg-wilmersdorf.csv
Matheo,6,m,2016,charlottenburg-wilmersdorf.csv
Mio,6,m,2016,charlottenburg-wilmersdorf.csv
Nathan,6,m,2016,charlottenburg-wilmersdorf.csv
Nikolas,6,m,2016,charlottenburg-wilmersdorf.csv
Philip,6,m,2016,charlottenburg-wilmersdorf.csv
Yusuf,6,m,2016,charlottenburg-wilmersdorf.csv
Ana,5,w,2016,charlottenburg-wilmersdorf.csv
Anastasia,5,w,2016,charlottenburg-wilmersdorf.csv
Angela,5,w,2016,charlottenburg-wilmersdorf.csv
Anne,5,w,2016,charlottenburg-wilmersdorf.csv
Ayla,5,w,2016,charlottenburg-wilmersdorf.csv
Bella,5,w,2016,charlottenburg-wilmersdorf.csv
Elli,5,w,2016,charlottenburg-wilmersdorf.csv
Flora,5,w,2016,charlottenburg-wilmersdorf.csv
Franziska,5,w,2016,charlottenburg-wilmersdorf.csv
Gisela,5,w,2016,charlottenburg-wilmersdorf.csv
Joy,5,w,2016,charlottenburg-wilmersdorf.csv
Albert,5,m,2016,charlottenburg-wilmersdorf.csv
Juna,5,w,2016,charlottenburg-wilmersdorf.csv
Aras,5,m,2016,charlottenburg-wilmersdorf.csv
Luca,5,w,2016,charlottenburg-wilmersdorf.csv
Benedikt,5,m,2016,charlottenburg-wilmersdorf.csv
Marla,5,w,2016,charlottenburg-wilmersdorf.csv
Carlo,5,m,2016,charlottenburg-wilmersdorf.csv
Marlen,5,w,2016,charlottenburg-wilmersdorf.csv
Charles,5,m,2016,charlottenburg-wilmersdorf.csv
Melina,5,w,2016,charlottenburg-wilmersdorf.csv
Deniz,5,m,2016,charlottenburg-wilmersdorf.csv
Merle,5,w,2016,charlottenburg-wilmersdorf.csv
Dominik,5,m,2016,charlottenburg-wilmersdorf.csv
qizi,5,w,2016,charlottenburg-wilmersdorf.csv
Eduard,5,m,2016,charlottenburg-wilmersdorf.csv
Selin,5,w,2016,charlottenburg-wilmersdorf.csv
Ege,5,m,2016,charlottenburg-wilmersdorf.csv
Sonja,5,w,2016,charlottenburg-wilmersdorf.csv
Ensar,5,m,2016,charlottenburg-wilmersdorf.csv
Thea,5,w,2016,charlottenburg-wilmersdorf.csv
Fritz,5,m,2016,charlottenburg-wilmersdorf.csv
Vanessa,5,w,2016,charlottenburg-wilmersdorf.csv
Heinrich,5,m,2016,charlottenburg-wilmersdorf.csv
Yasmin,5,w,2016,charlottenburg-wilmersdorf.csv
Hugo,5,m,2016,charlottenburg-wilmersdorf.csv
Yuna,5,w,2016,charlottenburg-wilmersdorf.csv
Hussein,5,m,2016,charlottenburg-wilmersdorf.csv
Zahra,5,w,2016,charlottenburg-wilmersdorf.csv
Jamal,5,m,2016,charlottenburg-wilmersdorf.csv
Zeynep,5,w,2016,charlottenburg-wilmersdorf.csv
Joel,5,m,2016,charlottenburg-wilmersdorf.csv
Jonte,5,m,2016,charlottenburg-wilmersdorf.csv
Kai,5,m,2016,charlottenburg-wilmersdorf.csv
Lennart,5,m,2016,charlottenburg-wilmersdorf.csv
Lennox,5,m,2016,charlottenburg-wilmersdorf.csv
Leonas,5,m,2016,charlottenburg-wilmersdorf.csv
Leonidas,5,m,2016,charlottenburg-wilmersdorf.csv
Lorenz,5,m,2016,charlottenburg-wilmersdorf.csv
Luka,5,m,2016,charlottenburg-wilmersdorf.csv
Matthias,5,m,2016,charlottenburg-wilmersdorf.csv
Mehmet,5,m,2016,charlottenburg-wilmersdorf.csv
Mohamed,5,m,2016,charlottenburg-wilmersdorf.csv
Mohammed,5,m,2016,charlottenburg-wilmersdorf.csv
Nepomuk,5,m,2016,charlottenburg-wilmersdorf.csv
Nuri,5,m,2016,charlottenburg-wilmersdorf.csv
Robin,5,m,2016,charlottenburg-wilmersdorf.csv
Rudolf,5,m,2016,charlottenburg-wilmersdorf.csv
Rüzgar,5,m,2016,charlottenburg-wilmersdorf.csv
Timo,5,m,2016,charlottenburg-wilmersdorf.csv
Timur,5,m,2016,charlottenburg-wilmersdorf.csv
Tobias,5,m,2016,charlottenburg-wilmersdorf.csv
Vito,5,m,2016,charlottenburg-wilmersdorf.csv
Yassin,5,m,2016,charlottenburg-wilmersdorf.csv
Ömer,5,m,2016,charlottenburg-wilmersdorf.csv
Amalie,4,w,2016,charlottenburg-wilmersdorf.csv
Amilia,4,w,2016,charlottenburg-wilmersdorf.csv
Annette,4,w,2016,charlottenburg-wilmersdorf.csv
Ariana,4,w,2016,charlottenburg-wilmersdorf.csv
Caroline,4,w,2016,charlottenburg-wilmersdorf.csv
Cataleya,4,w,2016,charlottenburg-wilmersdorf.csv
Celina,4,w,2016,charlottenburg-wilmersdorf.csv
Christine,4,w,2016,charlottenburg-wilmersdorf.csv
Daniela,4,w,2016,charlottenburg-wilmersdorf.csv
Dora,4,w,2016,charlottenburg-wilmersdorf.csv
Dorothea,4,w,2016,charlottenburg-wilmersdorf.csv
Elina,4,w,2016,charlottenburg-wilmersdorf.csv
Eliza,4,w,2016,charlottenburg-wilmersdorf.csv
Elsa,4,w,2016,charlottenburg-wilmersdorf.csv
Esther,4,w,2016,charlottenburg-wilmersdorf.csv
Evelyn,4,w,2016,charlottenburg-wilmersdorf.csv
Gabriele,4,w,2016,charlottenburg-wilmersdorf.csv
Hira,4,w,2016,charlottenburg-wilmersdorf.csv
Isabelle,4,w,2016,charlottenburg-wilmersdorf.csv
Jette,4,w,2016,charlottenburg-wilmersdorf.csv
Karin,4,w,2016,charlottenburg-wilmersdorf.csv
Kira,4,w,2016,charlottenburg-wilmersdorf.csv
Liana,4,w,2016,charlottenburg-wilmersdorf.csv
Lieselotte,4,w,2016,charlottenburg-wilmersdorf.csv
Abdullah,4,m,2016,charlottenburg-wilmersdorf.csv
Lilia,4,w,2016,charlottenburg-wilmersdorf.csv
Ahmed,4,m,2016,charlottenburg-wilmersdorf.csv
Lilith,4,w,2016,charlottenburg-wilmersdorf.csv
Alfred,4,m,2016,charlottenburg-wilmersdorf.csv
Linda,4,w,2016,charlottenburg-wilmersdorf.csv
Arda,4,m,2016,charlottenburg-wilmersdorf.csv
Lore,4,w,2016,charlottenburg-wilmersdorf.csv
Azad,4,m,2016,charlottenburg-wilmersdorf.csv
Luana,4,w,2016,charlottenburg-wilmersdorf.csv
Bela,4,m,2016,charlottenburg-wilmersdorf.csv
Malou,4,w,2016,charlottenburg-wilmersdorf.csv
Benedict,4,m,2016,charlottenburg-wilmersdorf.csv
Margarete,4,w,2016,charlottenburg-wilmersdorf.csv
Bilal,4,m,2016,charlottenburg-wilmersdorf.csv
Marina,4,w,2016,charlottenburg-wilmersdorf.csv
Björn,4,m,2016,charlottenburg-wilmersdorf.csv
Marta,4,w,2016,charlottenburg-wilmersdorf.csv
Bo,4,m,2016,charlottenburg-wilmersdorf.csv
Mercedes,4,w,2016,charlottenburg-wilmersdorf.csv
Charlie,4,m,2016,charlottenburg-wilmersdorf.csv
Michelle,4,w,2016,charlottenburg-wilmersdorf.csv
Christopher,4,m,2016,charlottenburg-wilmersdorf.csv
Milla,4,w,2016,charlottenburg-wilmersdorf.csv
Colin,4,m,2016,charlottenburg-wilmersdorf.csv
Minou,4,w,2016,charlottenburg-wilmersdorf.csv
Emanuel,4,m,2016,charlottenburg-wilmersdorf.csv
Mona,4,w,2016,charlottenburg-wilmersdorf.csv
Eren,4,m,2016,charlottenburg-wilmersdorf.csv
Naemi,4,w,2016,charlottenburg-wilmersdorf.csv
Frank,4,m,2016,charlottenburg-wilmersdorf.csv
Nala,4,w,2016,charlottenburg-wilmersdorf.csv
Frederick,4,m,2016,charlottenburg-wilmersdorf.csv
Naz,4,w,2016,charlottenburg-wilmersdorf.csv
Hadi,4,m,2016,charlottenburg-wilmersdorf.csv
Nike,4,w,2016,charlottenburg-wilmersdorf.csv
Hektor,4,m,2016,charlottenburg-wilmersdorf.csv
Philine,4,w,2016,charlottenburg-wilmersdorf.csv
Immanuel,4,m,2016,charlottenburg-wilmersdorf.csv
Rebekka,4,w,2016,charlottenburg-wilmersdorf.csv
Jaro,4,m,2016,charlottenburg-wilmersdorf.csv
Rita,4,w,2016,charlottenburg-wilmersdorf.csv
Jayden,4,m,2016,charlottenburg-wilmersdorf.csv
Ruby,4,w,2016,charlottenburg-wilmersdorf.csv
Jelle,4,m,2016,charlottenburg-wilmersdorf.csv
Ruth,4,w,2016,charlottenburg-wilmersdorf.csv
Josef,4,m,2016,charlottenburg-wilmersdorf.csv
Selma,4,w,2016,charlottenburg-wilmersdorf.csv
Joseph,4,m,2016,charlottenburg-wilmersdorf.csv
Smilla,4,w,2016,charlottenburg-wilmersdorf.csv
Kaspar,4,m,2016,charlottenburg-wilmersdorf.csv
Theresia,4,w,2016,charlottenburg-wilmersdorf.csv
Kerim,4,m,2016,charlottenburg-wilmersdorf.csv
Tuana,4,w,2016,charlottenburg-wilmersdorf.csv
Khaled,4,m,2016,charlottenburg-wilmersdorf.csv
Kiyan,4,m,2016,charlottenburg-wilmersdorf.csv
Lean,4,m,2016,charlottenburg-wilmersdorf.csv
Lennard,4,m,2016,charlottenburg-wilmersdorf.csv
Lewin,4,m,2016,charlottenburg-wilmersdorf.csv
Lino,4,m,2016,charlottenburg-wilmersdorf.csv
Malte,4,m,2016,charlottenburg-wilmersdorf.csv
