Vorname,Anzahl,Geschlecht,Jahr,Bezirk
Cataleya,5,w,2015,charlottenburg-wilmersdorf.csv
Christine,5,w,2015,charlottenburg-wilmersdorf.csv
Elaine,5,w,2015,charlottenburg-wilmersdorf.csv
Ellen,5,w,2015,charlottenburg-wilmersdorf.csv
Elsa,5,w,2015,charlottenburg-wilmersdorf.csv
Erika,5,w,2015,charlottenburg-wilmersdorf.csv
Fatima,5,w,2015,charlottenburg-wilmersdorf.csv
Fiona,5,w,2015,charlottenburg-wilmersdorf.csv
Helin,5,w,2015,charlottenburg-wilmersdorf.csv
Henriette,5,w,2015,charlottenburg-wilmersdorf.csv
Jasmin,5,w,2015,charlottenburg-wilmersdorf.csv
Jonna,5,w,2015,charlottenburg-wilmersdorf.csv
Juna,5,w,2015,charlottenburg-wilmersdorf.csv
Larissa,5,w,2015,charlottenburg-wilmersdorf.csv
Lili,5,w,2015,charlottenburg-wilmersdorf.csv
Linda,5,w,2015,charlottenburg-wilmersdorf.csv
Liya,5,w,2015,charlottenburg-wilmersdorf.csv
Lou,5,w,2015,charlottenburg-wilmersdorf.csv
Malea,5,w,2015,charlottenburg-wilmersdorf.csv
Malia,5,w,2015,charlottenburg-wilmersdorf.csv
Manuela,5,w,2015,charlottenburg-wilmersdorf.csv
Marla,5,w,2015,charlottenburg-wilmersdorf.csv
Marleen,5,w,2015,charlottenburg-wilmersdorf.csv
Arda,5,m,2015,charlottenburg-wilmersdorf.csv
Marta,5,w,2015,charlottenburg-wilmersdorf.csv
Berat,5,m,2015,charlottenburg-wilmersdorf.csv
Mathilde,5,w,2015,charlottenburg-wilmersdorf.csv
Christoph,5,m,2015,charlottenburg-wilmersdorf.csv
Medina,5,w,2015,charlottenburg-wilmersdorf.csv
Christopher,5,m,2015,charlottenburg-wilmersdorf.csv
Miray,5,w,2015,charlottenburg-wilmersdorf.csv
Conrad,5,m,2015,charlottenburg-wilmersdorf.csv
Noa,5,w,2015,charlottenburg-wilmersdorf.csv
Elia,5,m,2015,charlottenburg-wilmersdorf.csv
Sofie,5,w,2015,charlottenburg-wilmersdorf.csv
Elian,5,m,2015,charlottenburg-wilmersdorf.csv
Sofía,5,w,2015,charlottenburg-wilmersdorf.csv
Enes,5,m,2015,charlottenburg-wilmersdorf.csv
Yasmin,5,w,2015,charlottenburg-wilmersdorf.csv
Eric,5,m,2015,charlottenburg-wilmersdorf.csv
Zahra,5,w,2015,charlottenburg-wilmersdorf.csv
Eymen,5,m,2015,charlottenburg-wilmersdorf.csv
Zoey,5,w,2015,charlottenburg-wilmersdorf.csv
Frank,5,m,2015,charlottenburg-wilmersdorf.csv
Zoë,5,w,2015,charlottenburg-wilmersdorf.csv
Frederick,5,m,2015,charlottenburg-wilmersdorf.csv
Fridolin,5,m,2015,charlottenburg-wilmersdorf.csv
Hamza,5,m,2015,charlottenburg-wilmersdorf.csv
Heinrich,5,m,2015,charlottenburg-wilmersdorf.csv
Ibrahim,5,m,2015,charlottenburg-wilmersdorf.csv
Ilyas,5,m,2015,charlottenburg-wilmersdorf.csv
Issa,5,m,2015,charlottenburg-wilmersdorf.csv
Janosch,5,m,2015,charlottenburg-wilmersdorf.csv
Joachim,5,m,2015,charlottenburg-wilmersdorf.csv
Joel,5,m,2015,charlottenburg-wilmersdorf.csv
Kasimir,5,m,2015,charlottenburg-wilmersdorf.csv
Lorenz,5,m,2015,charlottenburg-wilmersdorf.csv
Luke,5,m,2015,charlottenburg-wilmersdorf.csv
Maksim,5,m,2015,charlottenburg-wilmersdorf.csv
Manuel,5,m,2015,charlottenburg-wilmersdorf.csv
Markus,5,m,2015,charlottenburg-wilmersdorf.csv
Miran,5,m,2015,charlottenburg-wilmersdorf.csv
Mohammed,5,m,2015,charlottenburg-wilmersdorf.csv
Nathaniel,5,m,2015,charlottenburg-wilmersdorf.csv
Oscar,5,m,2015,charlottenburg-wilmersdorf.csv
Pepe,5,m,2015,charlottenburg-wilmersdorf.csv
Piet,5,m,2015,charlottenburg-wilmersdorf.csv
Sam,5,m,2015,charlottenburg-wilmersdorf.csv
Tarik,5,m,2015,charlottenburg-wilmersdorf.csv
Viktor,5,m,2015,charlottenburg-wilmersdorf.csv
Vito,5,m,2015,charlottenburg-wilmersdorf.csv
Yusuf,5,m,2015,charlottenburg-wilmersdorf.csv
Çınar,5,m,2015,charlottenburg-wilmersdorf.csv
Aleksandra,4,w,2015,charlottenburg-wilmersdorf.csv
Aleyna,4,w,2015,charlottenburg-wilmersdorf.csv
Alice,4,w,2015,charlottenburg-wilmersdorf.csv
Angelika,4,w,2015,charlottenburg-wilmersdorf.csv
Asya,4,w,2015,charlottenburg-wilmersdorf.csv
Aurora,4,w,2015,charlottenburg-wilmersdorf.csv
Azra,4,w,2015,charlottenburg-wilmersdorf.csv
Camille,4,w,2015,charlottenburg-wilmersdorf.csv
Cecilia,4,w,2015,charlottenburg-wilmersdorf.csv
Charlotta,4,w,2015,charlottenburg-wilmersdorf.csv
Elin,4,w,2015,charlottenburg-wilmersdorf.csv
Emmi,4,w,2015,charlottenburg-wilmersdorf.csv
Freya,4,w,2015,charlottenburg-wilmersdorf.csv
Helen,4,w,2015,charlottenburg-wilmersdorf.csv
Isabell,4,w,2015,charlottenburg-wilmersdorf.csv
Karoline,4,w,2015,charlottenburg-wilmersdorf.csv
Käthe,4,w,2015,charlottenburg-wilmersdorf.csv
Layan,4,w,2015,charlottenburg-wilmersdorf.csv
Layla,4,w,2015,charlottenburg-wilmersdorf.csv
Leila,4,w,2015,charlottenburg-wilmersdorf.csv
Lilia,4,w,2015,charlottenburg-wilmersdorf.csv
Lilli,4,w,2015,charlottenburg-wilmersdorf.csv
Lily,4,w,2015,charlottenburg-wilmersdorf.csv
Linn,4,w,2015,charlottenburg-wilmersdorf.csv
Lucie,4,w,2015,charlottenburg-wilmersdorf.csv
Mariam,4,w,2015,charlottenburg-wilmersdorf.csv
Marina,4,w,2015,charlottenburg-wilmersdorf.csv
Melek,4,w,2015,charlottenburg-wilmersdorf.csv
Ahmad,4,m,2015,charlottenburg-wilmersdorf.csv
Meta,4,w,2015,charlottenburg-wilmersdorf.csv
Ahmed,4,m,2015,charlottenburg-wilmersdorf.csv
Meyra,4,w,2015,charlottenburg-wilmersdorf.csv
Alan,4,m,2015,charlottenburg-wilmersdorf.csv
Michelle,4,w,2015,charlottenburg-wilmersdorf.csv
Alessandro,4,m,2015,charlottenburg-wilmersdorf.csv
Mohamed,4,w,2015,charlottenburg-wilmersdorf.csv
Amar,4,m,2015,charlottenburg-wilmersdorf.csv
Monika,4,w,2015,charlottenburg-wilmersdorf.csv
André,4,m,2015,charlottenburg-wilmersdorf.csv
Naz,4,w,2015,charlottenburg-wilmersdorf.csv
Artur,4,m,2015,charlottenburg-wilmersdorf.csv
Nellie,4,w,2015,charlottenburg-wilmersdorf.csv
Benno,4,m,2015,charlottenburg-wilmersdorf.csv
Nisa,4,w,2015,charlottenburg-wilmersdorf.csv
Berkay,4,m,2015,charlottenburg-wilmersdorf.csv
Noemi,4,w,2015,charlottenburg-wilmersdorf.csv
Bilal,4,m,2015,charlottenburg-wilmersdorf.csv
Nola,4,w,2015,charlottenburg-wilmersdorf.csv
Clemens,4,m,2015,charlottenburg-wilmersdorf.csv
Nur,4,w,2015,charlottenburg-wilmersdorf.csv
Connor,4,m,2015,charlottenburg-wilmersdorf.csv
Stella,4,w,2015,charlottenburg-wilmersdorf.csv
Cornelius,4,m,2015,charlottenburg-wilmersdorf.csv
Talia,4,w,2015,charlottenburg-wilmersdorf.csv
Deniz,4,m,2015,charlottenburg-wilmersdorf.csv
Ursula,4,w,2015,charlottenburg-wilmersdorf.csv
Dennis,4,m,2015,charlottenburg-wilmersdorf.csv
Valerie,4,w,2015,charlottenburg-wilmersdorf.csv
Edward,4,m,2015,charlottenburg-wilmersdorf.csv
Yael,4,w,2015,charlottenburg-wilmersdorf.csv
Eliah,4,m,2015,charlottenburg-wilmersdorf.csv
Zoé,4,w,2015,charlottenburg-wilmersdorf.csv
Elijah,4,m,2015,charlottenburg-wilmersdorf.csv
Elliot,4,m,2015,charlottenburg-wilmersdorf.csv
Emre,4,m,2015,charlottenburg-wilmersdorf.csv
George,4,m,2015,charlottenburg-wilmersdorf.csv
Giuseppe,4,m,2015,charlottenburg-wilmersdorf.csv
Henrik,4,m,2015,charlottenburg-wilmersdorf.csv
Immanuel,4,m,2015,charlottenburg-wilmersdorf.csv
Jakub,4,m,2015,charlottenburg-wilmersdorf.csv
Jannes,4,m,2015,charlottenburg-wilmersdorf.csv
John,4,m,2015,charlottenburg-wilmersdorf.csv
Jonte,4,m,2015,charlottenburg-wilmersdorf.csv
Joseph,4,m,2015,charlottenburg-wilmersdorf.csv
Karol,4,m,2015,charlottenburg-wilmersdorf.csv
Kerim,4,m,2015,charlottenburg-wilmersdorf.csv
Lars,4,m,2015,charlottenburg-wilmersdorf.csv
Lennart,4,m,2015,charlottenburg-wilmersdorf.csv
Lino,4,m,2015,charlottenburg-wilmersdorf.csv
Maria,4,m,2015,charlottenburg-wilmersdorf.csv
Marius,4,m,2015,charlottenburg-wilmersdorf.csv
Marlon,4,m,2015,charlottenburg-wilmersdorf.csv
Matheo,4,m,2015,charlottenburg-wilmersdorf.csv
Matthias,4,m,2015,charlottenburg-wilmersdorf.csv
Mert,4,m,2015,charlottenburg-wilmersdorf.csv
Nathanael,4,m,2015,charlottenburg-wilmersdorf.csv
Nick,4,m,2015,charlottenburg-wilmersdorf.csv
Patrick,4,m,2015,charlottenburg-wilmersdorf.csv
Robin,4,m,2015,charlottenburg-wilmersdorf.csv
Rufus,4,m,2015,charlottenburg-wilmersdorf.csv
Ryan,4,m,2015,charlottenburg-wilmersdorf.csv
Selim,4,m,2015,charlottenburg-wilmersdorf.csv
Thore,4,m,2015,charlottenburg-wilmersdorf.csv
Till,4,m,2015,charlottenburg-wilmersdorf.csv
Timo,4,m,2015,charlottenburg-wilmersdorf.csv
Timur,4,m,2015,charlottenburg-wilmersdorf.csv
Titus,4,m,2015,charlottenburg-wilmersdorf.csv
Willem,4,m,2015,charlottenburg-wilmersdorf.csv
Yasin,4,m,2015,charlottenburg-wilmersdorf.csv
Yiğit,4,m,2015,charlottenburg-wilmersdorf.csv
Alissa,3,w,2015,charlottenburg-wilmersdorf.csv
Alva,3,w,2015,charlottenburg-wilmersdorf.csv
Amanda,3,w,2015,charlottenburg-wilmersdorf.csv
Ana,3,w,2015,charlottenburg-wilmersdorf.csv
Annabell,3,w,2015,charlottenburg-wilmersdorf.csv
Annabelle,3,w,2015,charlottenburg-wilmersdorf.csv
