Vorname,Anzahl,Geschlecht,Jahr,Bezirk
Carlotta,10,w,2012,charlottenburg-wilmersdorf.csv
Klara,10,w,2012,charlottenburg-wilmersdorf.csv
Leni,10,w,2012,charlottenburg-wilmersdorf.csv
Lilli,10,w,2012,charlottenburg-wilmersdorf.csv
Lilly,10,w,2012,charlottenburg-wilmersdorf.csv
Maja,10,w,2012,charlottenburg-wilmersdorf.csv
Martha,10,w,2012,charlottenburg-wilmersdorf.csv
Milena,10,w,2012,charlottenburg-wilmersdorf.csv
Nora,10,w,2012,charlottenburg-wilmersdorf.csv
Sara,10,w,2012,charlottenburg-wilmersdorf.csv
Adam,10,m,2012,charlottenburg-wilmersdorf.csv
August,10,m,2012,charlottenburg-wilmersdorf.csv
Joel,10,m,2012,charlottenburg-wilmersdorf.csv
Joseph,10,m,2012,charlottenburg-wilmersdorf.csv
Kilian,10,m,2012,charlottenburg-wilmersdorf.csv
Lasse,10,m,2012,charlottenburg-wilmersdorf.csv
Lennard,10,m,2012,charlottenburg-wilmersdorf.csv
Mohamed,10,m,2012,charlottenburg-wilmersdorf.csv
Amélie,9,w,2012,charlottenburg-wilmersdorf.csv
Elise,9,w,2012,charlottenburg-wilmersdorf.csv
Fiona,9,w,2012,charlottenburg-wilmersdorf.csv
Margarete,9,w,2012,charlottenburg-wilmersdorf.csv
Melina,9,w,2012,charlottenburg-wilmersdorf.csv
Theresa,9,w,2012,charlottenburg-wilmersdorf.csv
Christian,9,m,2012,charlottenburg-wilmersdorf.csv
Efe,9,m,2012,charlottenburg-wilmersdorf.csv
Emanuel,9,m,2012,charlottenburg-wilmersdorf.csv
Gustav,9,m,2012,charlottenburg-wilmersdorf.csv
Henrik,9,m,2012,charlottenburg-wilmersdorf.csv
Jasper,9,m,2012,charlottenburg-wilmersdorf.csv
Leander,9,m,2012,charlottenburg-wilmersdorf.csv
Malik,9,m,2012,charlottenburg-wilmersdorf.csv
Noel,9,m,2012,charlottenburg-wilmersdorf.csv
Ole,9,m,2012,charlottenburg-wilmersdorf.csv
Pepe,9,m,2012,charlottenburg-wilmersdorf.csv
Alina,8,w,2012,charlottenburg-wilmersdorf.csv
Carla,8,w,2012,charlottenburg-wilmersdorf.csv
Carolina,8,w,2012,charlottenburg-wilmersdorf.csv
Dorothea,8,w,2012,charlottenburg-wilmersdorf.csv
Emilie,8,w,2012,charlottenburg-wilmersdorf.csv
Isabel,8,w,2012,charlottenburg-wilmersdorf.csv
Lotte,8,w,2012,charlottenburg-wilmersdorf.csv
Louise,8,w,2012,charlottenburg-wilmersdorf.csv
Marta,8,w,2012,charlottenburg-wilmersdorf.csv
Paulina,8,w,2012,charlottenburg-wilmersdorf.csv
Zoe,8,w,2012,charlottenburg-wilmersdorf.csv
Can,8,m,2012,charlottenburg-wilmersdorf.csv
Caspar,8,m,2012,charlottenburg-wilmersdorf.csv
Edgar,8,m,2012,charlottenburg-wilmersdorf.csv
Georg,8,m,2012,charlottenburg-wilmersdorf.csv
Joachim,8,m,2012,charlottenburg-wilmersdorf.csv
Jonah,8,m,2012,charlottenburg-wilmersdorf.csv
Kaan,8,m,2012,charlottenburg-wilmersdorf.csv
Karim,8,m,2012,charlottenburg-wilmersdorf.csv
Leandro,8,m,2012,charlottenburg-wilmersdorf.csv
Lennox,8,m,2012,charlottenburg-wilmersdorf.csv
Levin,8,m,2012,charlottenburg-wilmersdorf.csv
Luka,8,m,2012,charlottenburg-wilmersdorf.csv
Magnus,8,m,2012,charlottenburg-wilmersdorf.csv
Martin,8,m,2012,charlottenburg-wilmersdorf.csv
Mattis,8,m,2012,charlottenburg-wilmersdorf.csv
Milan,8,m,2012,charlottenburg-wilmersdorf.csv
Mohammed,8,m,2012,charlottenburg-wilmersdorf.csv
Muhammed,8,m,2012,charlottenburg-wilmersdorf.csv
Philip,8,m,2012,charlottenburg-wilmersdorf.csv
Wilhelm,8,m,2012,charlottenburg-wilmersdorf.csv
Ada,7,w,2012,charlottenburg-wilmersdorf.csv
Alva,7,w,2012,charlottenburg-wilmersdorf.csv
Annika,7,w,2012,charlottenburg-wilmersdorf.csv
Julie,7,w,2012,charlottenburg-wilmersdorf.csv
Kira,7,w,2012,charlottenburg-wilmersdorf.csv
Leah,7,w,2012,charlottenburg-wilmersdorf.csv
Livia,7,w,2012,charlottenburg-wilmersdorf.csv
Marleen,7,w,2012,charlottenburg-wilmersdorf.csv
Merle,7,w,2012,charlottenburg-wilmersdorf.csv
Nina,7,w,2012,charlottenburg-wilmersdorf.csv
Nisa,7,w,2012,charlottenburg-wilmersdorf.csv
Nur,7,w,2012,charlottenburg-wilmersdorf.csv
Rebecca,7,w,2012,charlottenburg-wilmersdorf.csv
Rose,7,w,2012,charlottenburg-wilmersdorf.csv
Sofie,7,w,2012,charlottenburg-wilmersdorf.csv
Stella,7,w,2012,charlottenburg-wilmersdorf.csv
Su,7,w,2012,charlottenburg-wilmersdorf.csv
Valerie,7,w,2012,charlottenburg-wilmersdorf.csv
Zehra,7,w,2012,charlottenburg-wilmersdorf.csv
Albert,7,m,2012,charlottenburg-wilmersdorf.csv
Bernhard,7,m,2012,charlottenburg-wilmersdorf.csv
Emir,7,m,2012,charlottenburg-wilmersdorf.csv
Finley,7,m,2012,charlottenburg-wilmersdorf.csv
John,7,m,2012,charlottenburg-wilmersdorf.csv
Konrad,7,m,2012,charlottenburg-wilmersdorf.csv
Lionel,7,m,2012,charlottenburg-wilmersdorf.csv
Mats,7,m,2012,charlottenburg-wilmersdorf.csv
Nathan,7,m,2012,charlottenburg-wilmersdorf.csv
Raphael,7,m,2012,charlottenburg-wilmersdorf.csv
Ryan,7,m,2012,charlottenburg-wilmersdorf.csv
Tristan,7,m,2012,charlottenburg-wilmersdorf.csv
Victor,7,m,2012,charlottenburg-wilmersdorf.csv
William,7,m,2012,charlottenburg-wilmersdorf.csv
Adele,6,w,2012,charlottenburg-wilmersdorf.csv
Alice,6,w,2012,charlottenburg-wilmersdorf.csv
Asya,6,w,2012,charlottenburg-wilmersdorf.csv
Franziska,6,w,2012,charlottenburg-wilmersdorf.csv
Frida,6,w,2012,charlottenburg-wilmersdorf.csv
Friederike,6,w,2012,charlottenburg-wilmersdorf.csv
Helen,6,w,2012,charlottenburg-wilmersdorf.csv
Linnea,6,w,2012,charlottenburg-wilmersdorf.csv
Luna,6,w,2012,charlottenburg-wilmersdorf.csv
Malin,6,w,2012,charlottenburg-wilmersdorf.csv
Mara,6,w,2012,charlottenburg-wilmersdorf.csv
Tilda,6,w,2012,charlottenburg-wilmersdorf.csv
Amin,6,m,2012,charlottenburg-wilmersdorf.csv
Antonio,6,m,2012,charlottenburg-wilmersdorf.csv
Benno,6,m,2012,charlottenburg-wilmersdorf.csv
Clemens,6,m,2012,charlottenburg-wilmersdorf.csv
Damian,6,m,2012,charlottenburg-wilmersdorf.csv
Eren,6,m,2012,charlottenburg-wilmersdorf.csv
Frederick,6,m,2012,charlottenburg-wilmersdorf.csv
Hannes,6,m,2012,charlottenburg-wilmersdorf.csv
Heinrich,6,m,2012,charlottenburg-wilmersdorf.csv
Jannis,6,m,2012,charlottenburg-wilmersdorf.csv
Klaus,6,m,2012,charlottenburg-wilmersdorf.csv
Leonardo,6,m,2012,charlottenburg-wilmersdorf.csv
Lucas,6,m,2012,charlottenburg-wilmersdorf.csv
Maria,6,m,2012,charlottenburg-wilmersdorf.csv
Matti,6,m,2012,charlottenburg-wilmersdorf.csv
Milo,6,m,2012,charlottenburg-wilmersdorf.csv
Minh,6,m,2012,charlottenburg-wilmersdorf.csv
Otto,6,m,2012,charlottenburg-wilmersdorf.csv
Timo,6,m,2012,charlottenburg-wilmersdorf.csv
Viktor,6,m,2012,charlottenburg-wilmersdorf.csv
Aleyna,5,w,2012,charlottenburg-wilmersdorf.csv
Amelia,5,w,2012,charlottenburg-wilmersdorf.csv
Amira,5,w,2012,charlottenburg-wilmersdorf.csv
Anne,5,w,2012,charlottenburg-wilmersdorf.csv
Aurelia,5,w,2012,charlottenburg-wilmersdorf.csv
Azra,5,w,2012,charlottenburg-wilmersdorf.csv
Birgit,5,w,2012,charlottenburg-wilmersdorf.csv
Cecilia,5,w,2012,charlottenburg-wilmersdorf.csv
Cosima,5,w,2012,charlottenburg-wilmersdorf.csv
Diana,5,w,2012,charlottenburg-wilmersdorf.csv
Eleni,5,w,2012,charlottenburg-wilmersdorf.csv
Eleonore,5,w,2012,charlottenburg-wilmersdorf.csv
Elif,5,w,2012,charlottenburg-wilmersdorf.csv
Elizabeth,5,w,2012,charlottenburg-wilmersdorf.csv
Elsa,5,w,2012,charlottenburg-wilmersdorf.csv
Finja,5,w,2012,charlottenburg-wilmersdorf.csv
Jana,5,w,2012,charlottenburg-wilmersdorf.csv
Juno,5,w,2012,charlottenburg-wilmersdorf.csv
Liv,5,w,2012,charlottenburg-wilmersdorf.csv
Lynn,5,w,2012,charlottenburg-wilmersdorf.csv
Malak,5,w,2012,charlottenburg-wilmersdorf.csv
Marija,5,w,2012,charlottenburg-wilmersdorf.csv
Melissa,5,w,2012,charlottenburg-wilmersdorf.csv
Meta,5,w,2012,charlottenburg-wilmersdorf.csv
Milla,5,w,2012,charlottenburg-wilmersdorf.csv
Minou,5,w,2012,charlottenburg-wilmersdorf.csv
Monika,5,w,2012,charlottenburg-wilmersdorf.csv
Nike,5,w,2012,charlottenburg-wilmersdorf.csv
Ahmed,5,m,2012,charlottenburg-wilmersdorf.csv
Anthony,5,m,2012,charlottenburg-wilmersdorf.csv
Philine,5,w,2012,charlottenburg-wilmersdorf.csv
Arda,5,m,2012,charlottenburg-wilmersdorf.csv
Romy,5,w,2012,charlottenburg-wilmersdorf.csv
Bastian,5,m,2012,charlottenburg-wilmersdorf.csv
Ronja,5,w,2012,charlottenburg-wilmersdorf.csv
Bela,5,m,2012,charlottenburg-wilmersdorf.csv
Rosalie,5,w,2012,charlottenburg-wilmersdorf.csv
Berat,5,m,2012,charlottenburg-wilmersdorf.csv
Ruth,5,w,2012,charlottenburg-wilmersdorf.csv
Bjarne,5,m,2012,charlottenburg-wilmersdorf.csv
Selma,5,w,2012,charlottenburg-wilmersdorf.csv
Conrad,5,m,2012,charlottenburg-wilmersdorf.csv
Vivien,5,w,2012,charlottenburg-wilmersdorf.csv
Dominik,5,m,2012,charlottenburg-wilmersdorf.csv
Emilian,5,m,2012,charlottenburg-wilmersdorf.csv
Zahra,5,w,2012,charlottenburg-wilmersdorf.csv
Emirhan,5,m,2012,charlottenburg-wilmersdorf.csv
Filip,5,m,2012,charlottenburg-wilmersdorf.csv
Ian,5,m,2012,charlottenburg-wilmersdorf.csv
Jayden,5,m,2012,charlottenburg-wilmersdorf.csv
Johan,5,m,2012,charlottenburg-wilmersdorf.csv
Kai,5,m,2012,charlottenburg-wilmersdorf.csv
Kian,5,m,2012,charlottenburg-wilmersdorf.csv
Lennart,5,m,2012,charlottenburg-wilmersdorf.csv
Luan,5,m,2012,charlottenburg-wilmersdorf.csv
Marcel,5,m,2012,charlottenburg-wilmersdorf.csv
Mateo,5,m,2012,charlottenburg-wilmersdorf.csv
Matheo,5,m,2012,charlottenburg-wilmersdorf.csv
Matteo,5,m,2012,charlottenburg-wilmersdorf.csv
Mehmet,5,m,2012,charlottenburg-wilmersdorf.csv
Nikolas,5,m,2012,charlottenburg-wilmersdorf.csv
Oscar,5,m,2012,charlottenburg-wilmersdorf.csv
Pascal,5,m,2012,charlottenburg-wilmersdorf.csv
Piet,5,m,2012,charlottenburg-wilmersdorf.csv
Rainer,5,m,2012,charlottenburg-wilmersdorf.csv
Sam,5,m,2012,charlottenburg-wilmersdorf.csv
Sami,5,m,2012,charlottenburg-wilmersdorf.csv
Santiago,5,m,2012,charlottenburg-wilmersdorf.csv
Taha,5,m,2012,charlottenburg-wilmersdorf.csv
Wolfgang,5,m,2012,charlottenburg-wilmersdorf.csv
Yusuf,5,m,2012,charlottenburg-wilmersdorf.csv
Aaliyah,4,w,2012,charlottenburg-wilmersdorf.csv
Aleksandra,4,w,2012,charlottenburg-wilmersdorf.csv
Amina,4,w,2012,charlottenburg-wilmersdorf.csv
Amy,4,w,2012,charlottenburg-wilmersdorf.csv
Anneliese,4,w,2012,charlottenburg-wilmersdorf.csv
Caroline,4,w,2012,charlottenburg-wilmersdorf.csv
Celina,4,w,2012,charlottenburg-wilmersdorf.csv
Christa,4,w,2012,charlottenburg-wilmersdorf.csv
Coco,4,w,2012,charlottenburg-wilmersdorf.csv
Dana,4,w,2012,charlottenburg-wilmersdorf.csv
Daria,4,w,2012,charlottenburg-wilmersdorf.csv
Doris,4,w,2012,charlottenburg-wilmersdorf.csv
Elfriede,4,w,2012,charlottenburg-wilmersdorf.csv
Elina,4,w,2012,charlottenburg-wilmersdorf.csv
Ellen,4,w,2012,charlottenburg-wilmersdorf.csv
Evelyn,4,w,2012,charlottenburg-wilmersdorf.csv
Fabienne,4,w,2012,charlottenburg-wilmersdorf.csv
Fanny,4,w,2012,charlottenburg-wilmersdorf.csv
Felicitas,4,w,2012,charlottenburg-wilmersdorf.csv
Giulia,4,w,2012,charlottenburg-wilmersdorf.csv
Henriette,4,w,2012,charlottenburg-wilmersdorf.csv
Irene,4,w,2012,charlottenburg-wilmersdorf.csv
Juli,4,w,2012,charlottenburg-wilmersdorf.csv
Karla,4,w,2012,charlottenburg-wilmersdorf.csv
Kiana,4,w,2012,charlottenburg-wilmersdorf.csv
Kristina,4,w,2012,charlottenburg-wilmersdorf.csv
Leyla,4,w,2012,charlottenburg-wilmersdorf.csv
Lisanne,4,w,2012,charlottenburg-wilmersdorf.csv
Aiden,4,m,2012,charlottenburg-wilmersdorf.csv
Lou,4,w,2012,charlottenburg-wilmersdorf.csv
Aron,4,m,2012,charlottenburg-wilmersdorf.csv
Malou,4,w,2012,charlottenburg-wilmersdorf.csv
Balthasar,4,m,2012,charlottenburg-wilmersdorf.csv
Margarethe,4,w,2012,charlottenburg-wilmersdorf.csv
Benedikt,4,m,2012,charlottenburg-wilmersdorf.csv
Marisa,4,w,2012,charlottenburg-wilmersdorf.csv
Bo,4,m,2012,charlottenburg-wilmersdorf.csv
Marlena,4,w,2012,charlottenburg-wilmersdorf.csv
Christoph,4,m,2012,charlottenburg-wilmersdorf.csv
Mathilde,4,w,2012,charlottenburg-wilmersdorf.csv
Christopher,4,m,2012,charlottenburg-wilmersdorf.csv
Melia,4,w,2012,charlottenburg-wilmersdorf.csv
Deniz,4,m,2012,charlottenburg-wilmersdorf.csv
Naomi,4,w,2012,charlottenburg-wilmersdorf.csv
Ege,4,m,2012,charlottenburg-wilmersdorf.csv
Naz,4,w,2012,charlottenburg-wilmersdorf.csv
Emilio,4,m,2012,charlottenburg-wilmersdorf.csv
Nell,4,w,2012,charlottenburg-wilmersdorf.csv
Enno,4,m,2012,charlottenburg-wilmersdorf.csv
Nika,4,w,2012,charlottenburg-wilmersdorf.csv
Hamza,4,m,2012,charlottenburg-wilmersdorf.csv
Nikita,4,w,2012,charlottenburg-wilmersdorf.csv
Hendrik,4,m,2012,charlottenburg-wilmersdorf.csv
Noemi,4,w,2012,charlottenburg-wilmersdorf.csv
Henning,4,m,2012,charlottenburg-wilmersdorf.csv
Ruby,4,w,2012,charlottenburg-wilmersdorf.csv
Ibrahim,4,m,2012,charlottenburg-wilmersdorf.csv
Sina,4,w,2012,charlottenburg-wilmersdorf.csv
Jamal,4,m,2012,charlottenburg-wilmersdorf.csv
Sonja,4,w,2012,charlottenburg-wilmersdorf.csv
Jens,4,m,2012,charlottenburg-wilmersdorf.csv
Tabea,4,w,2012,charlottenburg-wilmersdorf.csv
Jona,4,m,2012,charlottenburg-wilmersdorf.csv
Thea,4,w,2012,charlottenburg-wilmersdorf.csv
Josef,4,m,2012,charlottenburg-wilmersdorf.csv
Ulrike,4,w,2012,charlottenburg-wilmersdorf.csv
Kaspar,4,m,2012,charlottenburg-wilmersdorf.csv
Yara,4,w,2012,charlottenburg-wilmersdorf.csv
Kevin,4,m,2012,charlottenburg-wilmersdorf.csv
Laurenz,4,m,2012,charlottenburg-wilmersdorf.csv
Leonidas,4,m,2012,charlottenburg-wilmersdorf.csv
Lewin,4,m,2012,charlottenburg-wilmersdorf.csv
Lian,4,m,2012,charlottenburg-wilmersdorf.csv
Lio,4,m,2012,charlottenburg-wilmersdorf.csv
Lou,4,m,2012,charlottenburg-wilmersdorf.csv
Ludwig,4,m,2012,charlottenburg-wilmersdorf.csv
Marko,4,m,2012,charlottenburg-wilmersdorf.csv
Mathis,4,m,2012,charlottenburg-wilmersdorf.csv
Mert,4,m,2012,charlottenburg-wilmersdorf.csv
Mio,4,m,2012,charlottenburg-wilmersdorf.csv
Miron,4,m,2012,charlottenburg-wilmersdorf.csv
Nick,4,m,2012,charlottenburg-wilmersdorf.csv
Nikolaus,4,m,2012,charlottenburg-wilmersdorf.csv
Philippe,4,m,2012,charlottenburg-wilmersdorf.csv
Uwe,4,m,2012,charlottenburg-wilmersdorf.csv
Yasin,4,m,2012,charlottenburg-wilmersdorf.csv
Adriana,3,w,2012,charlottenburg-wilmersdorf.csv
Aimée,3,w,2012,charlottenburg-wilmersdorf.csv
Alissa,3,w,2012,charlottenburg-wilmersdorf.csv
Anastasia,3,w,2012,charlottenburg-wilmersdorf.csv
Anaïs,3,w,2012,charlottenburg-wilmersdorf.csv
Angelina,3,w,2012,charlottenburg-wilmersdorf.csv
Annabelle,3,w,2012,charlottenburg-wilmersdorf.csv
Aurora,3,w,2012,charlottenburg-wilmersdorf.csv
Ayla,3,w,2012,charlottenburg-wilmersdorf.csv
Bao,3,w,2012,charlottenburg-wilmersdorf.csv
Bärbel,3,w,2012,charlottenburg-wilmersdorf.csv
Ceyda,3,w,2012,charlottenburg-wilmersdorf.csv
Christina,3,w,2012,charlottenburg-wilmersdorf.csv
Claire,3,w,2012,charlottenburg-wilmersdorf.csv
Dalia,3,w,2012,charlottenburg-wilmersdorf.csv
Dilara,3,w,2012,charlottenburg-wilmersdorf.csv
Ece,3,w,2012,charlottenburg-wilmersdorf.csv
Elin,3,w,2012,charlottenburg-wilmersdorf.csv
Abbas,3,m,2012,charlottenburg-wilmersdorf.csv
Eloise,3,w,2012,charlottenburg-wilmersdorf.csv
Abdullah,3,m,2012,charlottenburg-wilmersdorf.csv
Emilija,3,w,2012,charlottenburg-wilmersdorf.csv
Adem,3,m,2012,charlottenburg-wilmersdorf.csv
Erika,3,w,2012,charlottenburg-wilmersdorf.csv
Ahmad,3,m,2012,charlottenburg-wilmersdorf.csv
Estelle,3,w,2012,charlottenburg-wilmersdorf.csv
Alessio,3,m,2012,charlottenburg-wilmersdorf.csv
Eylül,3,w,2012,charlottenburg-wilmersdorf.csv
Amir,3,m,2012,charlottenburg-wilmersdorf.csv
