Vorname,Anzahl,Geschlecht,Position,Jahr,Bezirk
Lia,15,w,1,2018,charlottenburg-wilmersdorf.csv
Valentin,15,m,1,2018,charlottenburg-wilmersdorf.csv
Vincent,15,m,1,2018,charlottenburg-wilmersdorf.csv
Elisa,14,w,1,2018,charlottenburg-wilmersdorf.csv
Leonie,14,w,1,2018,charlottenburg-wilmersdorf.csv
Luise,14,w,1,2018,charlottenburg-wilmersdorf.csv
Olivia,14,w,1,2018,charlottenburg-wilmersdorf.csv
David,13,m,2,2018,charlottenburg-wilmersdorf.csv
Karl,13,m,2,2018,charlottenburg-wilmersdorf.csv
Louis,13,m,2,2018,charlottenburg-wilmersdorf.csv
Ali,13,m,1,2018,charlottenburg-wilmersdorf.csv
Johann,13,m,1,2018,charlottenburg-wilmersdorf.csv
Elena,13,w,1,2018,charlottenburg-wilmersdorf.csv
Kian,13,m,1,2018,charlottenburg-wilmersdorf.csv
Liya,13,w,1,2018,charlottenburg-wilmersdorf.csv
Mateo,13,m,1,2018,charlottenburg-wilmersdorf.csv
Mathilda,13,w,1,2018,charlottenburg-wilmersdorf.csv
Oskar,13,m,1,2018,charlottenburg-wilmersdorf.csv
Nora,13,w,1,2018,charlottenburg-wilmersdorf.csv
Samuel,13,m,1,2018,charlottenburg-wilmersdorf.csv
Sara,13,w,1,2018,charlottenburg-wilmersdorf.csv
Sophie,13,w,1,2018,charlottenburg-wilmersdorf.csv
Johanna,12,w,2,2018,charlottenburg-wilmersdorf.csv
Marlene,12,w,2,2018,charlottenburg-wilmersdorf.csv
Valentina,12,w,2,2018,charlottenburg-wilmersdorf.csv
Simon,12,m,1,2018,charlottenburg-wilmersdorf.csv
Laura,12,w,1,2018,charlottenburg-wilmersdorf.csv
Luisa,12,w,1,2018,charlottenburg-wilmersdorf.csv
Maya,12,w,1,2018,charlottenburg-wilmersdorf.csv
Helene,11,w,2,2018,charlottenburg-wilmersdorf.csv
Johannes,11,m,2,2018,charlottenburg-wilmersdorf.csv
Bruno,11,m,1,2018,charlottenburg-wilmersdorf.csv
Friedrich,11,m,1,2018,charlottenburg-wilmersdorf.csv
Henri,11,m,1,2018,charlottenburg-wilmersdorf.csv
Henry,11,m,1,2018,charlottenburg-wilmersdorf.csv
Amalia,11,w,1,2018,charlottenburg-wilmersdorf.csv
Linus,11,m,1,2018,charlottenburg-wilmersdorf.csv
Elisabeth,11,w,1,2018,charlottenburg-wilmersdorf.csv
Milan,11,m,1,2018,charlottenburg-wilmersdorf.csv
Emily,11,w,1,2018,charlottenburg-wilmersdorf.csv
Tom,11,m,1,2018,charlottenburg-wilmersdorf.csv
Marlene,11,w,1,2018,charlottenburg-wilmersdorf.csv
Mina,11,w,1,2018,charlottenburg-wilmersdorf.csv
Selma,11,w,1,2018,charlottenburg-wilmersdorf.csv
Alexandra,10,w,2,2018,charlottenburg-wilmersdorf.csv
Rosa,10,w,2,2018,charlottenburg-wilmersdorf.csv
Felix,10,m,2,2018,charlottenburg-wilmersdorf.csv
Friedrich,10,m,2,2018,charlottenburg-wilmersdorf.csv
Johann,10,m,2,2018,charlottenburg-wilmersdorf.csv
Leon,10,m,2,2018,charlottenburg-wilmersdorf.csv
Theodor,10,m,2,2018,charlottenburg-wilmersdorf.csv
Wilhelm,10,m,2,2018,charlottenburg-wilmersdorf.csv
Amir,10,m,1,2018,charlottenburg-wilmersdorf.csv
Benjamin,10,m,1,2018,charlottenburg-wilmersdorf.csv
Carl,10,m,1,2018,charlottenburg-wilmersdorf.csv
Elif,10,w,1,2018,charlottenburg-wilmersdorf.csv
Hugo,10,m,1,2018,charlottenburg-wilmersdorf.csv
Romy,10,w,1,2018,charlottenburg-wilmersdorf.csv
Johannes,10,m,1,2018,charlottenburg-wilmersdorf.csv
Tilda,10,w,1,2018,charlottenburg-wilmersdorf.csv
Julian,10,m,1,2018,charlottenburg-wilmersdorf.csv
Zoe,10,w,1,2018,charlottenburg-wilmersdorf.csv
Mats,10,m,1,2018,charlottenburg-wilmersdorf.csv
Mika,10,m,1,2018,charlottenburg-wilmersdorf.csv
Sophie,9,w,3,2018,charlottenburg-wilmersdorf.csv
Luisa,9,w,2,2018,charlottenburg-wilmersdorf.csv
Mathilda,9,w,2,2018,charlottenburg-wilmersdorf.csv
Julius,9,m,2,2018,charlottenburg-wilmersdorf.csv
Amelie,9,w,1,2018,charlottenburg-wilmersdorf.csv
Eva,9,w,1,2018,charlottenburg-wilmersdorf.csv
Ahmad,9,m,1,2018,charlottenburg-wilmersdorf.csv
Isabella,9,w,1,2018,charlottenburg-wilmersdorf.csv
Ahmed,9,m,1,2018,charlottenburg-wilmersdorf.csv
Julia,9,w,1,2018,charlottenburg-wilmersdorf.csv
Benedikt,9,m,1,2018,charlottenburg-wilmersdorf.csv
Daniel,9,m,1,2018,charlottenburg-wilmersdorf.csv
Emir,9,m,1,2018,charlottenburg-wilmersdorf.csv
Erik,9,m,1,2018,charlottenburg-wilmersdorf.csv
Lasse,9,m,1,2018,charlottenburg-wilmersdorf.csv
Matteo,9,m,1,2018,charlottenburg-wilmersdorf.csv
Yusuf,9,m,1,2018,charlottenburg-wilmersdorf.csv
Elisabeth,8,w,3,2018,charlottenburg-wilmersdorf.csv
Marie,8,w,3,2018,charlottenburg-wilmersdorf.csv
Helena,8,w,2,2018,charlottenburg-wilmersdorf.csv
Katharina,8,w,2,2018,charlottenburg-wilmersdorf.csv
Louise,8,w,2,2018,charlottenburg-wilmersdorf.csv
Sofia,8,w,2,2018,charlottenburg-wilmersdorf.csv
Victoria,8,w,2,2018,charlottenburg-wilmersdorf.csv
August,8,m,2,2018,charlottenburg-wilmersdorf.csv
Jakob,8,m,2,2018,charlottenburg-wilmersdorf.csv
Jonathan,8,m,2,2018,charlottenburg-wilmersdorf.csv
Lukas,8,m,2,2018,charlottenburg-wilmersdorf.csv
Noah,8,m,2,2018,charlottenburg-wilmersdorf.csv
Amelia,8,w,1,2018,charlottenburg-wilmersdorf.csv
Ayla,8,w,1,2018,charlottenburg-wilmersdorf.csv
Frida,8,w,1,2018,charlottenburg-wilmersdorf.csv
Juna,8,w,1,2018,charlottenburg-wilmersdorf.csv
Lilly,8,w,1,2018,charlottenburg-wilmersdorf.csv
Lotta,8,w,1,2018,charlottenburg-wilmersdorf.csv
Luna,8,w,1,2018,charlottenburg-wilmersdorf.csv
Aaron,8,m,1,2018,charlottenburg-wilmersdorf.csv
Mara,8,w,1,2018,charlottenburg-wilmersdorf.csv
Edgar,8,m,1,2018,charlottenburg-wilmersdorf.csv
Merle,8,w,1,2018,charlottenburg-wilmersdorf.csv
Emilio,8,m,1,2018,charlottenburg-wilmersdorf.csv
Pauline,8,w,1,2018,charlottenburg-wilmersdorf.csv
Enno,8,m,1,2018,charlottenburg-wilmersdorf.csv
Sarah,8,w,1,2018,charlottenburg-wilmersdorf.csv
Gabriel,8,m,1,2018,charlottenburg-wilmersdorf.csv
Ilyas,8,m,1,2018,charlottenburg-wilmersdorf.csv
Jan,8,m,1,2018,charlottenburg-wilmersdorf.csv
Justus,8,m,1,2018,charlottenburg-wilmersdorf.csv
Konstantin,8,m,1,2018,charlottenburg-wilmersdorf.csv
Leopold,8,m,1,2018,charlottenburg-wilmersdorf.csv
Malik,8,m,1,2018,charlottenburg-wilmersdorf.csv
Mattis,8,m,1,2018,charlottenburg-wilmersdorf.csv
Max,8,m,1,2018,charlottenburg-wilmersdorf.csv
Muhammed,8,m,1,2018,charlottenburg-wilmersdorf.csv
Oscar,8,m,1,2018,charlottenburg-wilmersdorf.csv
Antonia,7,w,2,2018,charlottenburg-wilmersdorf.csv
Carlotta,7,w,2,2018,charlottenburg-wilmersdorf.csv
Elisa,7,w,2,2018,charlottenburg-wilmersdorf.csv
Elise,7,w,2,2018,charlottenburg-wilmersdorf.csv
Ella,7,w,2,2018,charlottenburg-wilmersdorf.csv
Arthur,7,m,2,2018,charlottenburg-wilmersdorf.csv
Isabella,7,w,2,2018,charlottenburg-wilmersdorf.csv
Benedikt,7,m,2,2018,charlottenburg-wilmersdorf.csv
Josephine,7,w,2,2018,charlottenburg-wilmersdorf.csv
Christian,7,m,2,2018,charlottenburg-wilmersdorf.csv
Margarete,7,w,2,2018,charlottenburg-wilmersdorf.csv
Ferdinand,7,m,2,2018,charlottenburg-wilmersdorf.csv
Mia,7,w,2,2018,charlottenburg-wilmersdorf.csv
Finn,7,m,2,2018,charlottenburg-wilmersdorf.csv
Nur,7,w,2,2018,charlottenburg-wilmersdorf.csv
Gabriel,7,m,2,2018,charlottenburg-wilmersdorf.csv
Rose,7,w,2,2018,charlottenburg-wilmersdorf.csv
Jan,7,m,2,2018,charlottenburg-wilmersdorf.csv
Viktoria,7,w,2,2018,charlottenburg-wilmersdorf.csv
Josef,7,m,2,2018,charlottenburg-wilmersdorf.csv
Levi,7,m,2,2018,charlottenburg-wilmersdorf.csv
Oliver,7,m,2,2018,charlottenburg-wilmersdorf.csv
Theo,7,m,2,2018,charlottenburg-wilmersdorf.csv
Alina,7,w,1,2018,charlottenburg-wilmersdorf.csv
Carla,7,w,1,2018,charlottenburg-wilmersdorf.csv
Ela,7,w,1,2018,charlottenburg-wilmersdorf.csv
Lene,7,w,1,2018,charlottenburg-wilmersdorf.csv
Leyla,7,w,1,2018,charlottenburg-wilmersdorf.csv
Livia,7,w,1,2018,charlottenburg-wilmersdorf.csv
Lucy,7,w,1,2018,charlottenburg-wilmersdorf.csv
Medina,7,w,1,2018,charlottenburg-wilmersdorf.csv
Milena,7,w,1,2018,charlottenburg-wilmersdorf.csv
Miriam,7,w,1,2018,charlottenburg-wilmersdorf.csv
Nele,7,w,1,2018,charlottenburg-wilmersdorf.csv
August,7,m,1,2018,charlottenburg-wilmersdorf.csv
Rosa,7,w,1,2018,charlottenburg-wilmersdorf.csv
Bela,7,m,1,2018,charlottenburg-wilmersdorf.csv
Stella,7,w,1,2018,charlottenburg-wilmersdorf.csv
Constantin,7,m,1,2018,charlottenburg-wilmersdorf.csv
Theresa,7,w,1,2018,charlottenburg-wilmersdorf.csv
Elyas,7,m,1,2018,charlottenburg-wilmersdorf.csv
Viktoria,7,w,1,2018,charlottenburg-wilmersdorf.csv
Frederik,7,m,1,2018,charlottenburg-wilmersdorf.csv
Jasper,7,m,1,2018,charlottenburg-wilmersdorf.csv
Joshua,7,m,1,2018,charlottenburg-wilmersdorf.csv
Martin,7,m,1,2018,charlottenburg-wilmersdorf.csv
Michael,7,m,1,2018,charlottenburg-wilmersdorf.csv
Noel,7,m,1,2018,charlottenburg-wilmersdorf.csv
Ruben,7,m,1,2018,charlottenburg-wilmersdorf.csv
Tim,7,m,1,2018,charlottenburg-wilmersdorf.csv
Yunus,7,m,1,2018,charlottenburg-wilmersdorf.csv
Ava,6,w,2,2018,charlottenburg-wilmersdorf.csv
Clara,6,w,2,2018,charlottenburg-wilmersdorf.csv
Emma,6,w,2,2018,charlottenburg-wilmersdorf.csv
Hanna,6,w,2,2018,charlottenburg-wilmersdorf.csv
Andreas,6,m,2,2018,charlottenburg-wilmersdorf.csv
Lea,6,w,2,2018,charlottenburg-wilmersdorf.csv
Ben,6,m,2,2018,charlottenburg-wilmersdorf.csv
Lena,6,w,2,2018,charlottenburg-wilmersdorf.csv
Emanuel,6,m,2,2018,charlottenburg-wilmersdorf.csv
Lotte,6,w,2,2018,charlottenburg-wilmersdorf.csv
Frederik,6,m,2,2018,charlottenburg-wilmersdorf.csv
Georg,6,m,2,2018,charlottenburg-wilmersdorf.csv
Liam,6,m,2,2018,charlottenburg-wilmersdorf.csv
Ludwig,6,m,2,2018,charlottenburg-wilmersdorf.csv
Martin,6,m,2,2018,charlottenburg-wilmersdorf.csv
Michael,6,m,2,2018,charlottenburg-wilmersdorf.csv
Noel,6,m,2,2018,charlottenburg-wilmersdorf.csv
Richard,6,m,2,2018,charlottenburg-wilmersdorf.csv
Thomas,6,m,2,2018,charlottenburg-wilmersdorf.csv
Ada,6,w,1,2018,charlottenburg-wilmersdorf.csv
Anastasia,6,w,1,2018,charlottenburg-wilmersdorf.csv
Cleo,6,w,1,2018,charlottenburg-wilmersdorf.csv
Elise,6,w,1,2018,charlottenburg-wilmersdorf.csv
Helene,6,w,1,2018,charlottenburg-wilmersdorf.csv
Isabel,6,w,1,2018,charlottenburg-wilmersdorf.csv
Lisa,6,w,1,2018,charlottenburg-wilmersdorf.csv
Liv,6,w,1,2018,charlottenburg-wilmersdorf.csv
Louisa,6,w,1,2018,charlottenburg-wilmersdorf.csv
Eric,6,m,1,2018,charlottenburg-wilmersdorf.csv
Lucia,6,w,1,2018,charlottenburg-wilmersdorf.csv
Eymen,6,m,1,2018,charlottenburg-wilmersdorf.csv
Maja,6,w,1,2018,charlottenburg-wilmersdorf.csv
Ilay,6,m,1,2018,charlottenburg-wilmersdorf.csv
Milla,6,w,1,2018,charlottenburg-wilmersdorf.csv
Jannis,6,m,1,2018,charlottenburg-wilmersdorf.csv
Sofia,6,w,1,2018,charlottenburg-wilmersdorf.csv
Joel,6,m,1,2018,charlottenburg-wilmersdorf.csv
Zeynep,6,w,1,2018,charlottenburg-wilmersdorf.csv
Johan,6,m,1,2018,charlottenburg-wilmersdorf.csv
Lian,6,m,1,2018,charlottenburg-wilmersdorf.csv
Luke,6,m,1,2018,charlottenburg-wilmersdorf.csv
Mark,6,m,1,2018,charlottenburg-wilmersdorf.csv
Milo,6,m,1,2018,charlottenburg-wilmersdorf.csv
Ole,6,m,1,2018,charlottenburg-wilmersdorf.csv
Piet,6,m,1,2018,charlottenburg-wilmersdorf.csv
Raphael,6,m,1,2018,charlottenburg-wilmersdorf.csv
Robert,6,m,1,2018,charlottenburg-wilmersdorf.csv
Robin,6,m,1,2018,charlottenburg-wilmersdorf.csv
Sam,6,m,1,2018,charlottenburg-wilmersdorf.csv
Till,6,m,1,2018,charlottenburg-wilmersdorf.csv
Tobias,6,m,1,2018,charlottenburg-wilmersdorf.csv
Karl,5,m,3,2018,charlottenburg-wilmersdorf.csv
Maria,5,m,3,2018,charlottenburg-wilmersdorf.csv
Anna,5,w,3,2018,charlottenburg-wilmersdorf.csv
Amelie,5,w,2,2018,charlottenburg-wilmersdorf.csv
Friederike,5,w,2,2018,charlottenburg-wilmersdorf.csv
Juna,5,w,2,2018,charlottenburg-wilmersdorf.csv
Leonie,5,w,2,2018,charlottenburg-wilmersdorf.csv
Lilly,5,w,2,2018,charlottenburg-wilmersdorf.csv
Lotta,5,w,2,2018,charlottenburg-wilmersdorf.csv
Lucia,5,w,2,2018,charlottenburg-wilmersdorf.csv
Martha,5,w,2,2018,charlottenburg-wilmersdorf.csv
Matilda,5,w,2,2018,charlottenburg-wilmersdorf.csv
Caspar,5,m,2,2018,charlottenburg-wilmersdorf.csv
Franz,5,m,2,2018,charlottenburg-wilmersdorf.csv
Gustav,5,m,2,2018,charlottenburg-wilmersdorf.csv
Kasimir,5,m,2,2018,charlottenburg-wilmersdorf.csv
Konrad,5,m,2,2018,charlottenburg-wilmersdorf.csv
Leo,5,m,2,2018,charlottenburg-wilmersdorf.csv
Leopold,5,m,2,2018,charlottenburg-wilmersdorf.csv
Levin,5,m,2,2018,charlottenburg-wilmersdorf.csv
Linus,5,m,2,2018,charlottenburg-wilmersdorf.csv
Luca,5,m,2,2018,charlottenburg-wilmersdorf.csv
Matteo,5,m,2,2018,charlottenburg-wilmersdorf.csv
Max,5,m,2,2018,charlottenburg-wilmersdorf.csv
Moritz,5,m,2,2018,charlottenburg-wilmersdorf.csv
Oskar,5,m,2,2018,charlottenburg-wilmersdorf.csv
Otto,5,m,2,2018,charlottenburg-wilmersdorf.csv
Raphael,5,m,2,2018,charlottenburg-wilmersdorf.csv
Vincent,5,m,2,2018,charlottenburg-wilmersdorf.csv
Willi,5,m,2,2018,charlottenburg-wilmersdorf.csv
Alea,5,w,1,2018,charlottenburg-wilmersdorf.csv
Alice,5,w,1,2018,charlottenburg-wilmersdorf.csv
Amina,5,w,1,2018,charlottenburg-wilmersdorf.csv
Annabelle,5,w,1,2018,charlottenburg-wilmersdorf.csv
Antonia,5,w,1,2018,charlottenburg-wilmersdorf.csv
Aurora,5,w,1,2018,charlottenburg-wilmersdorf.csv
Carlotta,5,w,1,2018,charlottenburg-wilmersdorf.csv
Celine,5,w,1,2018,charlottenburg-wilmersdorf.csv
Dana,5,w,1,2018,charlottenburg-wilmersdorf.csv
Edda,5,w,1,2018,charlottenburg-wilmersdorf.csv
Eliana,5,w,1,2018,charlottenburg-wilmersdorf.csv
Elin,5,w,1,2018,charlottenburg-wilmersdorf.csv
Elina,5,w,1,2018,charlottenburg-wilmersdorf.csv
Carlo,5,m,1,2018,charlottenburg-wilmersdorf.csv
Hazal,5,w,1,2018,charlottenburg-wilmersdorf.csv
Caspar,5,m,1,2018,charlottenburg-wilmersdorf.csv
Ivy,5,w,1,2018,charlottenburg-wilmersdorf.csv
Ferdinand,5,m,1,2018,charlottenburg-wilmersdorf.csv
Jonna,5,w,1,2018,charlottenburg-wilmersdorf.csv
Fritz,5,m,1,2018,charlottenburg-wilmersdorf.csv
Josephine,5,w,1,2018,charlottenburg-wilmersdorf.csv
Hamza,5,m,1,2018,charlottenburg-wilmersdorf.csv
Karla,5,w,1,2018,charlottenburg-wilmersdorf.csv
Hussein,5,m,1,2018,charlottenburg-wilmersdorf.csv
Kira,5,w,1,2018,charlottenburg-wilmersdorf.csv
Ian,5,m,1,2018,charlottenburg-wilmersdorf.csv
Lana,5,w,1,2018,charlottenburg-wilmersdorf.csv
Ibrahim,5,m,1,2018,charlottenburg-wilmersdorf.csv
Leah,5,w,1,2018,charlottenburg-wilmersdorf.csv
Jaron,5,m,1,2018,charlottenburg-wilmersdorf.csv
Lola,5,w,1,2018,charlottenburg-wilmersdorf.csv
Jonah,5,m,1,2018,charlottenburg-wilmersdorf.csv
Lotte,5,w,1,2018,charlottenburg-wilmersdorf.csv
Joris,5,m,1,2018,charlottenburg-wilmersdorf.csv
Mariella,5,w,1,2018,charlottenburg-wilmersdorf.csv
Leonardo,5,m,1,2018,charlottenburg-wilmersdorf.csv
Marla,5,w,1,2018,charlottenburg-wilmersdorf.csv
Lucas,5,m,1,2018,charlottenburg-wilmersdorf.csv
Nala,5,w,1,2018,charlottenburg-wilmersdorf.csv
Mert,5,m,1,2018,charlottenburg-wilmersdorf.csv
Nila,5,w,1,2018,charlottenburg-wilmersdorf.csv
Mohammed,5,m,1,2018,charlottenburg-wilmersdorf.csv
Nina,5,w,1,2018,charlottenburg-wilmersdorf.csv
Rafael,5,m,1,2018,charlottenburg-wilmersdorf.csv
Nola,5,w,1,2018,charlottenburg-wilmersdorf.csv
Roman,5,m,1,2018,charlottenburg-wilmersdorf.csv
Valentina,5,w,1,2018,charlottenburg-wilmersdorf.csv
Yasin,5,m,1,2018,charlottenburg-wilmersdorf.csv
Wilma,5,w,1,2018,charlottenburg-wilmersdorf.csv
Youssef,5,m,1,2018,charlottenburg-wilmersdorf.csv
Yade,5,w,1,2018,charlottenburg-wilmersdorf.csv
Greta,4,w,3,2018,charlottenburg-wilmersdorf.csv
Marianne,4,w,3,2018,charlottenburg-wilmersdorf.csv
Ada,4,w,2,2018,charlottenburg-wilmersdorf.csv
Amalia,4,w,2,2018,charlottenburg-wilmersdorf.csv
Anne,4,w,2,2018,charlottenburg-wilmersdorf.csv
Anni,4,w,2,2018,charlottenburg-wilmersdorf.csv
Christin,4,w,2,2018,charlottenburg-wilmersdorf.csv
Elena,4,w,2,2018,charlottenburg-wilmersdorf.csv
Emily,4,w,2,2018,charlottenburg-wilmersdorf.csv
Flora,4,w,2,2018,charlottenburg-wilmersdorf.csv
Frieda,4,w,2,2018,charlottenburg-wilmersdorf.csv
Isabelle,4,w,2,2018,charlottenburg-wilmersdorf.csv
Josefine,4,w,2,2018,charlottenburg-wilmersdorf.csv
Liv,4,w,2,2018,charlottenburg-wilmersdorf.csv
Mae,4,w,2,2018,charlottenburg-wilmersdorf.csv
Mai,4,w,2,2018,charlottenburg-wilmersdorf.csv
Mathilde,4,w,2,2018,charlottenburg-wilmersdorf.csv
Mila,4,w,2,2018,charlottenburg-wilmersdorf.csv
Mina,4,w,2,2018,charlottenburg-wilmersdorf.csv
Mira,4,w,2,2018,charlottenburg-wilmersdorf.csv
Constantin,4,m,2,2018,charlottenburg-wilmersdorf.csv
Olivia,4,w,2,2018,charlottenburg-wilmersdorf.csv
Frank,4,m,2,2018,charlottenburg-wilmersdorf.csv
Paulina,4,w,2,2018,charlottenburg-wilmersdorf.csv
Fritz,4,m,2,2018,charlottenburg-wilmersdorf.csv
Pauline,4,w,2,2018,charlottenburg-wilmersdorf.csv
Henri,4,m,2,2018,charlottenburg-wilmersdorf.csv
Ruth,4,w,2,2018,charlottenburg-wilmersdorf.csv
Henrik,4,m,2,2018,charlottenburg-wilmersdorf.csv
Sofie,4,w,2,2018,charlottenburg-wilmersdorf.csv
James,4,m,2,2018,charlottenburg-wilmersdorf.csv
Su,4,w,2,2018,charlottenburg-wilmersdorf.csv
Joel,4,m,2,2018,charlottenburg-wilmersdorf.csv
Zehra,4,w,2,2018,charlottenburg-wilmersdorf.csv
Jonah,4,m,2,2018,charlottenburg-wilmersdorf.csv
Julian,4,m,2,2018,charlottenburg-wilmersdorf.csv
Klaus,4,m,2,2018,charlottenburg-wilmersdorf.csv
Konstantin,4,m,2,2018,charlottenburg-wilmersdorf.csv
Kurt,4,m,2,2018,charlottenburg-wilmersdorf.csv
Leander,4,m,2,2018,charlottenburg-wilmersdorf.csv
Luis,4,m,2,2018,charlottenburg-wilmersdorf.csv
Magnus,4,m,2,2018,charlottenburg-wilmersdorf.csv
Malik,4,m,2,2018,charlottenburg-wilmersdorf.csv
Marcel,4,m,2,2018,charlottenburg-wilmersdorf.csv
Maxim,4,m,2,2018,charlottenburg-wilmersdorf.csv
Mika,4,m,2,2018,charlottenburg-wilmersdorf.csv
Peter,4,m,2,2018,charlottenburg-wilmersdorf.csv
Sebastian,4,m,2,2018,charlottenburg-wilmersdorf.csv
Simon,4,m,2,2018,charlottenburg-wilmersdorf.csv
William,4,m,2,2018,charlottenburg-wilmersdorf.csv
Wolfgang,4,m,2,2018,charlottenburg-wilmersdorf.csv
Yusuf,4,m,2,2018,charlottenburg-wilmersdorf.csv
Adem,4,m,1,2018,charlottenburg-wilmersdorf.csv
Aleyna,4,w,1,2018,charlottenburg-wilmersdorf.csv
Albert,4,m,1,2018,charlottenburg-wilmersdorf.csv
