Vorname,Anzahl,Geschlecht,Position,Jahr,Bezirk
Hussein,1,m,5,2018,friedrichshain-kreuzberg.csv
Anh,1,m,4,2018,friedrichshain-kreuzberg.csv
Adoley,1,w,4,2018,friedrichshain-kreuzberg.csv
Arn,1,m,4,2018,friedrichshain-kreuzberg.csv
Alice,1,w,4,2018,friedrichshain-kreuzberg.csv
Bernd,1,m,4,2018,friedrichshain-kreuzberg.csv
Brigitte,1,w,4,2018,friedrichshain-kreuzberg.csv
Kasimir,1,m,4,2018,friedrichshain-kreuzberg.csv
Felicitas,1,w,4,2018,friedrichshain-kreuzberg.csv
Khánh,1,m,4,2018,friedrichshain-kreuzberg.csv
Maria,1,w,4,2018,friedrichshain-kreuzberg.csv
Labib,1,m,4,2018,friedrichshain-kreuzberg.csv
Minou,1,w,4,2018,friedrichshain-kreuzberg.csv
Luca,1,m,4,2018,friedrichshain-kreuzberg.csv
Quintillia,1,w,4,2018,friedrichshain-kreuzberg.csv
Ludwig,1,m,4,2018,friedrichshain-kreuzberg.csv
Reni,1,w,4,2018,friedrichshain-kreuzberg.csv
Martin,1,m,4,2018,friedrichshain-kreuzberg.csv
Mohamed,1,m,4,2018,friedrichshain-kreuzberg.csv
Mostafa,1,m,4,2018,friedrichshain-kreuzberg.csv
Paul,1,m,4,2018,friedrichshain-kreuzberg.csv
Saturn,1,m,4,2018,friedrichshain-kreuzberg.csv
Abdullah,1,m,3,2018,friedrichshain-kreuzberg.csv
Adrien,1,m,3,2018,friedrichshain-kreuzberg.csv
Alaa,1,m,3,2018,friedrichshain-kreuzberg.csv
Alexandrovic,1,m,3,2018,friedrichshain-kreuzberg.csv
Adela,1,w,3,2018,friedrichshain-kreuzberg.csv
Ami,1,m,3,2018,friedrichshain-kreuzberg.csv
Akanke,1,w,3,2018,friedrichshain-kreuzberg.csv
Anton,1,m,3,2018,friedrichshain-kreuzberg.csv
Al-Khader,1,w,3,2018,friedrichshain-kreuzberg.csv
Antonin,1,m,3,2018,friedrichshain-kreuzberg.csv
Alaska,1,w,3,2018,friedrichshain-kreuzberg.csv
Antonio,1,m,3,2018,friedrichshain-kreuzberg.csv
Amal,1,w,3,2018,friedrichshain-kreuzberg.csv
Arild,1,m,3,2018,friedrichshain-kreuzberg.csv
Amanda,1,w,3,2018,friedrichshain-kreuzberg.csv
Armando,1,m,3,2018,friedrichshain-kreuzberg.csv
Amaya,1,w,3,2018,friedrichshain-kreuzberg.csv
Arnd,1,m,3,2018,friedrichshain-kreuzberg.csv
Anita,1,w,3,2018,friedrichshain-kreuzberg.csv
Arnold,1,m,3,2018,friedrichshain-kreuzberg.csv
Annamarie,1,w,3,2018,friedrichshain-kreuzberg.csv
Ayo,1,m,3,2018,friedrichshain-kreuzberg.csv
Antonina,1,w,3,2018,friedrichshain-kreuzberg.csv
Bakr,1,m,3,2018,friedrichshain-kreuzberg.csv
Audrey,1,w,3,2018,friedrichshain-kreuzberg.csv
Bao,1,m,3,2018,friedrichshain-kreuzberg.csv
Auri,1,w,3,2018,friedrichshain-kreuzberg.csv
Baphomet,1,m,3,2018,friedrichshain-kreuzberg.csv
Bambou,1,w,3,2018,friedrichshain-kreuzberg.csv
Bedir,1,m,3,2018,friedrichshain-kreuzberg.csv
Barbara,1,w,3,2018,friedrichshain-kreuzberg.csv
Bela,1,m,3,2018,friedrichshain-kreuzberg.csv
Barber,1,w,3,2018,friedrichshain-kreuzberg.csv
Bernd,1,m,3,2018,friedrichshain-kreuzberg.csv
Bastian,1,w,3,2018,friedrichshain-kreuzberg.csv
Berzan,1,m,3,2018,friedrichshain-kreuzberg.csv
Beatriz,1,w,3,2018,friedrichshain-kreuzberg.csv
Bowie,1,m,3,2018,friedrichshain-kreuzberg.csv
Betty,1,w,3,2018,friedrichshain-kreuzberg.csv
Burkhard,1,m,3,2018,friedrichshain-kreuzberg.csv
Camille,1,w,3,2018,friedrichshain-kreuzberg.csv
Carlo,1,m,3,2018,friedrichshain-kreuzberg.csv
Carmen,1,w,3,2018,friedrichshain-kreuzberg.csv
Charlie,1,m,3,2018,friedrichshain-kreuzberg.csv
Caterina,1,w,3,2018,friedrichshain-kreuzberg.csv
Colin,1,m,3,2018,friedrichshain-kreuzberg.csv
Catherine,1,w,3,2018,friedrichshain-kreuzberg.csv
Collin,1,m,3,2018,friedrichshain-kreuzberg.csv
Celeste,1,w,3,2018,friedrichshain-kreuzberg.csv
Cosmas,1,m,3,2018,friedrichshain-kreuzberg.csv
Christina,1,w,3,2018,friedrichshain-kreuzberg.csv
Daniel,1,m,3,2018,friedrichshain-kreuzberg.csv
Châu,1,w,3,2018,friedrichshain-kreuzberg.csv
Dante,1,m,3,2018,friedrichshain-kreuzberg.csv
Cleo,1,w,3,2018,friedrichshain-kreuzberg.csv
David,1,m,3,2018,friedrichshain-kreuzberg.csv
Cléo,1,w,3,2018,friedrichshain-kreuzberg.csv
Devin,1,m,3,2018,friedrichshain-kreuzberg.csv
Damkjær,1,w,3,2018,friedrichshain-kreuzberg.csv
Dieter,1,m,3,2018,friedrichshain-kreuzberg.csv
Dan,1,w,3,2018,friedrichshain-kreuzberg.csv
Dobrivoje,1,m,3,2018,friedrichshain-kreuzberg.csv
Diana,1,w,3,2018,friedrichshain-kreuzberg.csv
Dominique,1,m,3,2018,friedrichshain-kreuzberg.csv
Dilara,1,w,3,2018,friedrichshain-kreuzberg.csv
Duc,1,m,3,2018,friedrichshain-kreuzberg.csv
Djamah,1,w,3,2018,friedrichshain-kreuzberg.csv
Duong,1,m,3,2018,friedrichshain-kreuzberg.csv
Domenica,1,w,3,2018,friedrichshain-kreuzberg.csv
Eduard,1,m,3,2018,friedrichshain-kreuzberg.csv
Edith,1,w,3,2018,friedrichshain-kreuzberg.csv
Eliah,1,m,3,2018,friedrichshain-kreuzberg.csv
Editha,1,w,3,2018,friedrichshain-kreuzberg.csv
Elsayed,1,m,3,2018,friedrichshain-kreuzberg.csv
Edna,1,w,3,2018,friedrichshain-kreuzberg.csv
Erich,1,m,3,2018,friedrichshain-kreuzberg.csv
Efia,1,w,3,2018,friedrichshain-kreuzberg.csv
Erik,1,m,3,2018,friedrichshain-kreuzberg.csv
Eleni,1,w,3,2018,friedrichshain-kreuzberg.csv
Fakhri,1,m,3,2018,friedrichshain-kreuzberg.csv
Eline,1,w,3,2018,friedrichshain-kreuzberg.csv
Florens,1,m,3,2018,friedrichshain-kreuzberg.csv
Elisabeta,1,w,3,2018,friedrichshain-kreuzberg.csv
Florian,1,m,3,2018,friedrichshain-kreuzberg.csv
Elizabeth,1,w,3,2018,friedrichshain-kreuzberg.csv
François,1,m,3,2018,friedrichshain-kreuzberg.csv
Elly,1,w,3,2018,friedrichshain-kreuzberg.csv
Friedemann,1,m,3,2018,friedrichshain-kreuzberg.csv
Elsa,1,w,3,2018,friedrichshain-kreuzberg.csv
Friedhelm,1,m,3,2018,friedrichshain-kreuzberg.csv
Eléonore,1,w,3,2018,friedrichshain-kreuzberg.csv
Gaspard,1,m,3,2018,friedrichshain-kreuzberg.csv
Erika,1,w,3,2018,friedrichshain-kreuzberg.csv
Gerd,1,m,3,2018,friedrichshain-kreuzberg.csv
Ermelind,1,w,3,2018,friedrichshain-kreuzberg.csv
Gia,1,m,3,2018,friedrichshain-kreuzberg.csv
Eva,1,w,3,2018,friedrichshain-kreuzberg.csv
Gordius,1,m,3,2018,friedrichshain-kreuzberg.csv
Evelyn,1,w,3,2018,friedrichshain-kreuzberg.csv
Gustav,1,m,3,2018,friedrichshain-kreuzberg.csv
Evi,1,w,3,2018,friedrichshain-kreuzberg.csv
Habakuk,1,m,3,2018,friedrichshain-kreuzberg.csv
Fadime,1,w,3,2018,friedrichshain-kreuzberg.csv
Hannes,1,m,3,2018,friedrichshain-kreuzberg.csv
Fleur,1,w,3,2018,friedrichshain-kreuzberg.csv
Heiner,1,m,3,2018,friedrichshain-kreuzberg.csv
Gabrielle,1,w,3,2018,friedrichshain-kreuzberg.csv
Heinz,1,m,3,2018,friedrichshain-kreuzberg.csv
Giorgia,1,w,3,2018,friedrichshain-kreuzberg.csv
Henning,1,m,3,2018,friedrichshain-kreuzberg.csv
Giselle,1,w,3,2018,friedrichshain-kreuzberg.csv
Henry,1,m,3,2018,friedrichshain-kreuzberg.csv
Han,1,w,3,2018,friedrichshain-kreuzberg.csv
Hermann,1,m,3,2018,friedrichshain-kreuzberg.csv
Harmony,1,w,3,2018,friedrichshain-kreuzberg.csv
Hiếu,1,m,3,2018,friedrichshain-kreuzberg.csv
Hasret,1,w,3,2018,friedrichshain-kreuzberg.csv
Horst,1,m,3,2018,friedrichshain-kreuzberg.csv
Havilah,1,w,3,2018,friedrichshain-kreuzberg.csv
Hubertus,1,m,3,2018,friedrichshain-kreuzberg.csv
Heike,1,w,3,2018,friedrichshain-kreuzberg.csv
Hugo,1,m,3,2018,friedrichshain-kreuzberg.csv
Helena,1,w,3,2018,friedrichshain-kreuzberg.csv
İbrahim,1,m,3,2018,friedrichshain-kreuzberg.csv
Hella,1,w,3,2018,friedrichshain-kreuzberg.csv
Idris,1,m,3,2018,friedrichshain-kreuzberg.csv
Hendrika,1,w,3,2018,friedrichshain-kreuzberg.csv
Ingo,1,m,3,2018,friedrichshain-kreuzberg.csv
Henriette,1,w,3,2018,friedrichshain-kreuzberg.csv
Ireneo,1,m,3,2018,friedrichshain-kreuzberg.csv
Henrike,1,w,3,2018,friedrichshain-kreuzberg.csv
Ishak,1,m,3,2018,friedrichshain-kreuzberg.csv
Isabelle,1,w,3,2018,friedrichshain-kreuzberg.csv
Jackson,1,m,3,2018,friedrichshain-kreuzberg.csv
Jasmin,1,w,3,2018,friedrichshain-kreuzberg.csv
Jakobus,1,m,3,2018,friedrichshain-kreuzberg.csv
Jelena,1,w,3,2018,friedrichshain-kreuzberg.csv
James,1,m,3,2018,friedrichshain-kreuzberg.csv
Jet,1,w,3,2018,friedrichshain-kreuzberg.csv
Jaxon,1,m,3,2018,friedrichshain-kreuzberg.csv
Johana,1,w,3,2018,friedrichshain-kreuzberg.csv
Joachim,1,m,3,2018,friedrichshain-kreuzberg.csv
Jolien,1,w,3,2018,friedrichshain-kreuzberg.csv
Joel,1,m,3,2018,friedrichshain-kreuzberg.csv
Kalthoum,1,w,3,2018,friedrichshain-kreuzberg.csv
Johann,1,m,3,2018,friedrichshain-kreuzberg.csv
Karoline,1,w,3,2018,friedrichshain-kreuzberg.csv
Johannes,1,m,3,2018,friedrichshain-kreuzberg.csv
Kasonga,1,w,3,2018,friedrichshain-kreuzberg.csv
Jon,1,m,3,2018,friedrichshain-kreuzberg.csv
Katharina,1,w,3,2018,friedrichshain-kreuzberg.csv
Juhani,1,m,3,2018,friedrichshain-kreuzberg.csv
Katjana,1,w,3,2018,friedrichshain-kreuzberg.csv
Kai,1,m,3,2018,friedrichshain-kreuzberg.csv
Kim,1,w,3,2018,friedrichshain-kreuzberg.csv
Karim,1,m,3,2018,friedrichshain-kreuzberg.csv
Konstantina,1,w,3,2018,friedrichshain-kreuzberg.csv
Karol,1,m,3,2018,friedrichshain-kreuzberg.csv
Krystin,1,w,3,2018,friedrichshain-kreuzberg.csv
Kasimir,1,m,3,2018,friedrichshain-kreuzberg.csv
Krystyna,1,w,3,2018,friedrichshain-kreuzberg.csv
Kenneth,1,m,3,2018,friedrichshain-kreuzberg.csv
Kupuri,1,w,3,2018,friedrichshain-kreuzberg.csv
Kenyon,1,m,3,2018,friedrichshain-kreuzberg.csv
Laura,1,w,3,2018,friedrichshain-kreuzberg.csv
Kerimowiç,1,m,3,2018,friedrichshain-kreuzberg.csv
Lauren,1,w,3,2018,friedrichshain-kreuzberg.csv
Khang,1,m,3,2018,friedrichshain-kreuzberg.csv
Lee,1,w,3,2018,friedrichshain-kreuzberg.csv
Kit,1,m,3,2018,friedrichshain-kreuzberg.csv
Lene,1,w,3,2018,friedrichshain-kreuzberg.csv
Klaus,1,m,3,2018,friedrichshain-kreuzberg.csv
Leonora,1,w,3,2018,friedrichshain-kreuzberg.csv
Kofi,1,m,3,2018,friedrichshain-kreuzberg.csv
Lia,1,w,3,2018,friedrichshain-kreuzberg.csv
Koi,1,m,3,2018,friedrichshain-kreuzberg.csv
Libera,1,w,3,2018,friedrichshain-kreuzberg.csv
Konrad,1,m,3,2018,friedrichshain-kreuzberg.csv
Lilo,1,w,3,2018,friedrichshain-kreuzberg.csv
Ladislaus,1,m,3,2018,friedrichshain-kreuzberg.csv
Lioba,1,w,3,2018,friedrichshain-kreuzberg.csv
Lars,1,m,3,2018,friedrichshain-kreuzberg.csv
Liora,1,w,3,2018,friedrichshain-kreuzberg.csv
Leeve,1,m,3,2018,friedrichshain-kreuzberg.csv
Loni,1,w,3,2018,friedrichshain-kreuzberg.csv
Leon,1,m,3,2018,friedrichshain-kreuzberg.csv
Lotte,1,w,3,2018,friedrichshain-kreuzberg.csv
Levi,1,m,3,2018,friedrichshain-kreuzberg.csv
Luana,1,w,3,2018,friedrichshain-kreuzberg.csv
Lewin,1,m,3,2018,friedrichshain-kreuzberg.csv
Lucia,1,w,3,2018,friedrichshain-kreuzberg.csv
Lion,1,m,3,2018,friedrichshain-kreuzberg.csv
Lyn,1,w,3,2018,friedrichshain-kreuzberg.csv
Long,1,m,3,2018,friedrichshain-kreuzberg.csv
Mahin,1,w,3,2018,friedrichshain-kreuzberg.csv
Lorenz,1,m,3,2018,friedrichshain-kreuzberg.csv
Malaika,1,w,3,2018,friedrichshain-kreuzberg.csv
Lorenzo,1,m,3,2018,friedrichshain-kreuzberg.csv
Malou,1,w,3,2018,friedrichshain-kreuzberg.csv
Lothar,1,m,3,2018,friedrichshain-kreuzberg.csv
Mara,1,w,3,2018,friedrichshain-kreuzberg.csv
Lovren,1,m,3,2018,friedrichshain-kreuzberg.csv
Margaret,1,w,3,2018,friedrichshain-kreuzberg.csv
Luca,1,m,3,2018,friedrichshain-kreuzberg.csv
Margit,1,w,3,2018,friedrichshain-kreuzberg.csv
Ludwig,1,m,3,2018,friedrichshain-kreuzberg.csv
Mariko,1,w,3,2018,friedrichshain-kreuzberg.csv
Luis,1,m,3,2018,friedrichshain-kreuzberg.csv
Marlene,1,w,3,2018,friedrichshain-kreuzberg.csv
Lukas,1,m,3,2018,friedrichshain-kreuzberg.csv
Mary,1,w,3,2018,friedrichshain-kreuzberg.csv
Lumley,1,m,3,2018,friedrichshain-kreuzberg.csv
McRobert,1,w,3,2018,friedrichshain-kreuzberg.csv
Madiba,1,m,3,2018,friedrichshain-kreuzberg.csv
Melba,1,w,3,2018,friedrichshain-kreuzberg.csv
Marcel,1,m,3,2018,friedrichshain-kreuzberg.csv
Mi,1,w,3,2018,friedrichshain-kreuzberg.csv
Marcus,1,m,3,2018,friedrichshain-kreuzberg.csv
Mia,1,w,3,2018,friedrichshain-kreuzberg.csv
Maria,1,m,3,2018,friedrichshain-kreuzberg.csv
Michaela,1,w,3,2018,friedrichshain-kreuzberg.csv
Mario,1,m,3,2018,friedrichshain-kreuzberg.csv
Momoko,1,w,3,2018,friedrichshain-kreuzberg.csv
Martin,1,m,3,2018,friedrichshain-kreuzberg.csv
Moqiu,1,w,3,2018,friedrichshain-kreuzberg.csv
Mathias,1,m,3,2018,friedrichshain-kreuzberg.csv
My,1,w,3,2018,friedrichshain-kreuzberg.csv
Matthias,1,m,3,2018,friedrichshain-kreuzberg.csv
Naa,1,w,3,2018,friedrichshain-kreuzberg.csv
Matti,1,m,3,2018,friedrichshain-kreuzberg.csv
Namika,1,w,3,2018,friedrichshain-kreuzberg.csv
Max,1,m,3,2018,friedrichshain-kreuzberg.csv
Nana,1,w,3,2018,friedrichshain-kreuzberg.csv
Maximilian,1,m,3,2018,friedrichshain-kreuzberg.csv
Ngoc,1,w,3,2018,friedrichshain-kreuzberg.csv
Mellor,1,m,3,2018,friedrichshain-kreuzberg.csv
Ngọc,1,w,3,2018,friedrichshain-kreuzberg.csv
Messi,1,m,3,2018,friedrichshain-kreuzberg.csv
Nhi,1,w,3,2018,friedrichshain-kreuzberg.csv
Mikael,1,m,3,2018,friedrichshain-kreuzberg.csv
Nina,1,w,3,2018,friedrichshain-kreuzberg.csv
Milou,1,m,3,2018,friedrichshain-kreuzberg.csv
Noemi,1,w,3,2018,friedrichshain-kreuzberg.csv
Mirza,1,m,3,2018,friedrichshain-kreuzberg.csv
Panithan,1,w,3,2018,friedrichshain-kreuzberg.csv
Moberg,1,m,3,2018,friedrichshain-kreuzberg.csv
Paula,1,w,3,2018,friedrichshain-kreuzberg.csv
Monday,1,m,3,2018,friedrichshain-kreuzberg.csv
Rachel,1,w,3,2018,friedrichshain-kreuzberg.csv
Moritz,1,m,3,2018,friedrichshain-kreuzberg.csv
Rae,1,w,3,2018,friedrichshain-kreuzberg.csv
Mustafa,1,m,3,2018,friedrichshain-kreuzberg.csv
Regina,1,w,3,2018,friedrichshain-kreuzberg.csv
Nam,1,m,3,2018,friedrichshain-kreuzberg.csv
Romanowna,1,w,3,2018,friedrichshain-kreuzberg.csv
Nicholas,1,m,3,2018,friedrichshain-kreuzberg.csv
Rosa,1,w,3,2018,friedrichshain-kreuzberg.csv
Nicolas,1,m,3,2018,friedrichshain-kreuzberg.csv
Rose,1,w,3,2018,friedrichshain-kreuzberg.csv
Nikolai,1,m,3,2018,friedrichshain-kreuzberg.csv
Ruth,1,w,3,2018,friedrichshain-kreuzberg.csv
Nikolaus,1,m,3,2018,friedrichshain-kreuzberg.csv
Sabine,1,w,3,2018,friedrichshain-kreuzberg.csv
Nordal,1,m,3,2018,friedrichshain-kreuzberg.csv
Sabrina,1,w,3,2018,friedrichshain-kreuzberg.csv
Ormiston,1,m,3,2018,friedrichshain-kreuzberg.csv
Shepherdson,1,w,3,2018,friedrichshain-kreuzberg.csv
Oscar,1,m,3,2018,friedrichshain-kreuzberg.csv
Sibylle,1,w,3,2018,friedrichshain-kreuzberg.csv
Oskar,1,m,3,2018,friedrichshain-kreuzberg.csv
Soraya,1,w,3,2018,friedrichshain-kreuzberg.csv
Oswaldo,1,m,3,2018,friedrichshain-kreuzberg.csv
Su,1,w,3,2018,friedrichshain-kreuzberg.csv
Otis,1,m,3,2018,friedrichshain-kreuzberg.csv
Suzanne,1,w,3,2018,friedrichshain-kreuzberg.csv
Thư,1,w,3,2018,friedrichshain-kreuzberg.csv
Peter,1,m,3,2018,friedrichshain-kreuzberg.csv
Trixi,1,w,3,2018,friedrichshain-kreuzberg.csv
Philipp,1,m,3,2018,friedrichshain-kreuzberg.csv
Trâm,1,w,3,2018,friedrichshain-kreuzberg.csv
Pinckus,1,m,3,2018,friedrichshain-kreuzberg.csv
Tuệ,1,w,3,2018,friedrichshain-kreuzberg.csv
Rafael,1,m,3,2018,friedrichshain-kreuzberg.csv
Unika,1,w,3,2018,friedrichshain-kreuzberg.csv
Raheem,1,m,3,2018,friedrichshain-kreuzberg.csv
Verna,1,w,3,2018,friedrichshain-kreuzberg.csv
Rainer,1,m,3,2018,friedrichshain-kreuzberg.csv
Veronicka,1,w,3,2018,friedrichshain-kreuzberg.csv
Ray,1,m,3,2018,friedrichshain-kreuzberg.csv
Vladlenowna,1,w,3,2018,friedrichshain-kreuzberg.csv
René,1,m,3,2018,friedrichshain-kreuzberg.csv
Wai,1,w,3,2018,friedrichshain-kreuzberg.csv
Romanovič,1,m,3,2018,friedrichshain-kreuzberg.csv
Yasmin,1,w,3,2018,friedrichshain-kreuzberg.csv
Rudi,1,m,3,2018,friedrichshain-kreuzberg.csv
Yundi,1,w,3,2018,friedrichshain-kreuzberg.csv
Rudolf,1,m,3,2018,friedrichshain-kreuzberg.csv
Zoë,1,w,3,2018,friedrichshain-kreuzberg.csv
Ryan,1,m,3,2018,friedrichshain-kreuzberg.csv
Samuel,1,m,3,2018,friedrichshain-kreuzberg.csv
Sharif,1,m,3,2018,friedrichshain-kreuzberg.csv
Singh,1,m,3,2018,friedrichshain-kreuzberg.csv
Starr,1,m,3,2018,friedrichshain-kreuzberg.csv
Stefan,1,m,3,2018,friedrichshain-kreuzberg.csv
Thomas,1,m,3,2018,friedrichshain-kreuzberg.csv
Tilman,1,m,3,2018,friedrichshain-kreuzberg.csv
Tiến,1,m,3,2018,friedrichshain-kreuzberg.csv
Torsten,1,m,3,2018,friedrichshain-kreuzberg.csv
Valentin,1,m,3,2018,friedrichshain-kreuzberg.csv
Van,1,m,3,2018,friedrichshain-kreuzberg.csv
Vasilije,1,m,3,2018,friedrichshain-kreuzberg.csv
Viktorovic,1,m,3,2018,friedrichshain-kreuzberg.csv
Wasja,1,m,3,2018,friedrichshain-kreuzberg.csv
Wieland,1,m,3,2018,friedrichshain-kreuzberg.csv
Willi,1,m,3,2018,friedrichshain-kreuzberg.csv
Wolf,1,m,3,2018,friedrichshain-kreuzberg.csv
Wolfgang,1,m,3,2018,friedrichshain-kreuzberg.csv
Yaşan,1,m,3,2018,friedrichshain-kreuzberg.csv
Yunus,1,m,3,2018,friedrichshain-kreuzberg.csv
Zida,1,m,3,2018,friedrichshain-kreuzberg.csv
Đăng,1,m,3,2018,friedrichshain-kreuzberg.csv
Đức,1,m,3,2018,friedrichshain-kreuzberg.csv
Adelheid,1,w,2,2018,friedrichshain-kreuzberg.csv
Adesuwa,1,w,2,2018,friedrichshain-kreuzberg.csv
Aenne,1,w,2,2018,friedrichshain-kreuzberg.csv
Agam,1,w,2,2018,friedrichshain-kreuzberg.csv
Ahmed,1,w,2,2018,friedrichshain-kreuzberg.csv
Akari,1,w,2,2018,friedrichshain-kreuzberg.csv
Alana,1,w,2,2018,friedrichshain-kreuzberg.csv
Albertova,1,w,2,2018,friedrichshain-kreuzberg.csv
Aleksandr,1,w,2,2018,friedrichshain-kreuzberg.csv
Aleksandrova,1,w,2,2018,friedrichshain-kreuzberg.csv
Aleksieva,1,w,2,2018,friedrichshain-kreuzberg.csv
Alemee,1,w,2,2018,friedrichshain-kreuzberg.csv
Alessia,1,w,2,2018,friedrichshain-kreuzberg.csv
Aletta,1,w,2,2018,friedrichshain-kreuzberg.csv
Alexandrovna,1,w,2,2018,friedrichshain-kreuzberg.csv
Alexis,1,w,2,2018,friedrichshain-kreuzberg.csv
Aleyna,1,w,2,2018,friedrichshain-kreuzberg.csv
Alice,1,w,2,2018,friedrichshain-kreuzberg.csv
Alin,1,w,2,2018,friedrichshain-kreuzberg.csv
Alina,1,w,2,2018,friedrichshain-kreuzberg.csv
Aliya,1,w,2,2018,friedrichshain-kreuzberg.csv
Alma,1,w,2,2018,friedrichshain-kreuzberg.csv
Alya,1,w,2,2018,friedrichshain-kreuzberg.csv
Amadea,1,w,2,2018,friedrichshain-kreuzberg.csv
Amaia,1,w,2,2018,friedrichshain-kreuzberg.csv
Amalie,1,w,2,2018,friedrichshain-kreuzberg.csv
Amany,1,w,2,2018,friedrichshain-kreuzberg.csv
Amara,1,w,2,2018,friedrichshain-kreuzberg.csv
Amelina,1,w,2,2018,friedrichshain-kreuzberg.csv
Amibel,1,w,2,2018,friedrichshain-kreuzberg.csv
Aaren,1,m,2,2018,friedrichshain-kreuzberg.csv
Amiga,1,w,2,2018,friedrichshain-kreuzberg.csv
Aaron,1,m,2,2018,friedrichshain-kreuzberg.csv
Amilia,1,w,2,2018,friedrichshain-kreuzberg.csv
Abdallah,1,m,2,2018,friedrichshain-kreuzberg.csv
Amira,1,w,2,2018,friedrichshain-kreuzberg.csv
Abdulaevič,1,m,2,2018,friedrichshain-kreuzberg.csv
Amália,1,w,2,2018,friedrichshain-kreuzberg.csv
Abdulhakim,1,m,2,2018,friedrichshain-kreuzberg.csv
Anastasia,1,w,2,2018,friedrichshain-kreuzberg.csv
Abdull,1,m,2,2018,friedrichshain-kreuzberg.csv
Anatolìïvna,1,w,2,2018,friedrichshain-kreuzberg.csv
Abdullah,1,m,2,2018,friedrichshain-kreuzberg.csv
Anaïs,1,w,2,2018,friedrichshain-kreuzberg.csv
Aboude,1,m,2,2018,friedrichshain-kreuzberg.csv
Andromeda,1,w,2,2018,friedrichshain-kreuzberg.csv
Abu,1,m,2,2018,friedrichshain-kreuzberg.csv
Anette,1,w,2,2018,friedrichshain-kreuzberg.csv
Abubacar,1,m,2,2018,friedrichshain-kreuzberg.csv
Angelia,1,w,2,2018,friedrichshain-kreuzberg.csv
Adalbertov,1,m,2,2018,friedrichshain-kreuzberg.csv
Ani,1,w,2,2018,friedrichshain-kreuzberg.csv
Adilson,1,m,2,2018,friedrichshain-kreuzberg.csv
Anita,1,w,2,2018,friedrichshain-kreuzberg.csv
Adu,1,m,2,2018,friedrichshain-kreuzberg.csv
Anjani,1,w,2,2018,friedrichshain-kreuzberg.csv
Adulhamid,1,m,2,2018,friedrichshain-kreuzberg.csv
Ann,1,w,2,2018,friedrichshain-kreuzberg.csv
Aemilius,1,m,2,2018,friedrichshain-kreuzberg.csv
Anna-Maria,1,w,2,2018,friedrichshain-kreuzberg.csv
Agbor,1,m,2,2018,friedrichshain-kreuzberg.csv
Anna-Panta,1,w,2,2018,friedrichshain-kreuzberg.csv
Ahmad,1,m,2,2018,friedrichshain-kreuzberg.csv
Annabella,1,w,2,2018,friedrichshain-kreuzberg.csv
Ahmet,1,m,2,2018,friedrichshain-kreuzberg.csv
Annelise,1,w,2,2018,friedrichshain-kreuzberg.csv
Akay,1,m,2,2018,friedrichshain-kreuzberg.csv
Annemarie,1,w,2,2018,friedrichshain-kreuzberg.csv
Akil,1,m,2,2018,friedrichshain-kreuzberg.csv
Annick,1,w,2,2018,friedrichshain-kreuzberg.csv
Al,1,m,2,2018,friedrichshain-kreuzberg.csv
Annie,1,w,2,2018,friedrichshain-kreuzberg.csv
Alan,1,m,2,2018,friedrichshain-kreuzberg.csv
Anny,1,w,2,2018,friedrichshain-kreuzberg.csv
Alaric,1,m,2,2018,friedrichshain-kreuzberg.csv
Anouk,1,w,2,2018,friedrichshain-kreuzberg.csv
Alban,1,m,2,2018,friedrichshain-kreuzberg.csv
Anoush,1,w,2,2018,friedrichshain-kreuzberg.csv
Aleksandrovič,1,m,2,2018,friedrichshain-kreuzberg.csv
Anoushka,1,w,2,2018,friedrichshain-kreuzberg.csv
Alekseivich,1,m,2,2018,friedrichshain-kreuzberg.csv
Antje,1,w,2,2018,friedrichshain-kreuzberg.csv
Alexandru,1,m,2,2018,friedrichshain-kreuzberg.csv
Antoine,1,w,2,2018,friedrichshain-kreuzberg.csv
Alfons,1,m,2,2018,friedrichshain-kreuzberg.csv
Antonivna,1,w,2,2018,friedrichshain-kreuzberg.csv
Alibanat,1,m,2,2018,friedrichshain-kreuzberg.csv
Aoife,1,w,2,2018,friedrichshain-kreuzberg.csv
Alijandro,1,m,2,2018,friedrichshain-kreuzberg.csv
Arayah,1,w,2,2018,friedrichshain-kreuzberg.csv
Alois,1,m,2,2018,friedrichshain-kreuzberg.csv
Ariana,1,w,2,2018,friedrichshain-kreuzberg.csv
Alonzo,1,m,2,2018,friedrichshain-kreuzberg.csv
Artur,1,w,2,2018,friedrichshain-kreuzberg.csv
Alp,1,m,2,2018,friedrichshain-kreuzberg.csv
Asel,1,w,2,2018,friedrichshain-kreuzberg.csv
Alrhman,1,m,2,2018,friedrichshain-kreuzberg.csv
Askerovna,1,w,2,2018,friedrichshain-kreuzberg.csv
Alva,1,m,2,2018,friedrichshain-kreuzberg.csv
Asya,1,w,2,2018,friedrichshain-kreuzberg.csv
Alvar,1,m,2,2018,friedrichshain-kreuzberg.csv
Augustine,1,w,2,2018,friedrichshain-kreuzberg.csv
Alvaro,1,m,2,2018,friedrichshain-kreuzberg.csv
Auntie-Maria,1,w,2,2018,friedrichshain-kreuzberg.csv
Amar,1,m,2,2018,friedrichshain-kreuzberg.csv
Aurore,1,w,2,2018,friedrichshain-kreuzberg.csv
