Vorname,Anzahl,Geschlecht,Jahr,Bezirk
William,6,m,2013,charlottenburg-wilmersdorf.csv
Willy,6,m,2013,charlottenburg-wilmersdorf.csv
Amelia,5,w,2013,charlottenburg-wilmersdorf.csv
Annabell,5,w,2013,charlottenburg-wilmersdorf.csv
Anne,5,w,2013,charlottenburg-wilmersdorf.csv
Anouk,5,w,2013,charlottenburg-wilmersdorf.csv
Barbara,5,w,2013,charlottenburg-wilmersdorf.csv
Caroline,5,w,2013,charlottenburg-wilmersdorf.csv
Claire,5,w,2013,charlottenburg-wilmersdorf.csv
Eleni,5,w,2013,charlottenburg-wilmersdorf.csv
Elina,5,w,2013,charlottenburg-wilmersdorf.csv
Emmi,5,w,2013,charlottenburg-wilmersdorf.csv
Felicia,5,w,2013,charlottenburg-wilmersdorf.csv
Friederike,5,w,2013,charlottenburg-wilmersdorf.csv
Isabell,5,w,2013,charlottenburg-wilmersdorf.csv
Jasmin,5,w,2013,charlottenburg-wilmersdorf.csv
Julie,5,w,2013,charlottenburg-wilmersdorf.csv
Juna,5,w,2013,charlottenburg-wilmersdorf.csv
Karla,5,w,2013,charlottenburg-wilmersdorf.csv
Karlotta,5,w,2013,charlottenburg-wilmersdorf.csv
Karolina,5,w,2013,charlottenburg-wilmersdorf.csv
Leah,5,w,2013,charlottenburg-wilmersdorf.csv
Linda,5,w,2013,charlottenburg-wilmersdorf.csv
Linnea,5,w,2013,charlottenburg-wilmersdorf.csv
Malia,5,w,2013,charlottenburg-wilmersdorf.csv
Marina,5,w,2013,charlottenburg-wilmersdorf.csv
Merle,5,w,2013,charlottenburg-wilmersdorf.csv
Meryem,5,w,2013,charlottenburg-wilmersdorf.csv
Milena,5,w,2013,charlottenburg-wilmersdorf.csv
Noa,5,w,2013,charlottenburg-wilmersdorf.csv
Philippa,5,w,2013,charlottenburg-wilmersdorf.csv
Ruth,5,w,2013,charlottenburg-wilmersdorf.csv
Su,5,w,2013,charlottenburg-wilmersdorf.csv
Yuna,5,w,2013,charlottenburg-wilmersdorf.csv
Albert,5,m,2013,charlottenburg-wilmersdorf.csv
Zahraa,5,w,2013,charlottenburg-wilmersdorf.csv
Amin,5,m,2013,charlottenburg-wilmersdorf.csv
Zoé,5,w,2013,charlottenburg-wilmersdorf.csv
Arda,5,m,2013,charlottenburg-wilmersdorf.csv
Bernhard,5,m,2013,charlottenburg-wilmersdorf.csv
Christoph,5,m,2013,charlottenburg-wilmersdorf.csv
Darian,5,m,2013,charlottenburg-wilmersdorf.csv
Elia,5,m,2013,charlottenburg-wilmersdorf.csv
Emanuel,5,m,2013,charlottenburg-wilmersdorf.csv
Filip,5,m,2013,charlottenburg-wilmersdorf.csv
Fynn,5,m,2013,charlottenburg-wilmersdorf.csv
Gerhard,5,m,2013,charlottenburg-wilmersdorf.csv
Hannes,5,m,2013,charlottenburg-wilmersdorf.csv
Hans,5,m,2013,charlottenburg-wilmersdorf.csv
Hendrik,5,m,2013,charlottenburg-wilmersdorf.csv
Ilyas,5,m,2013,charlottenburg-wilmersdorf.csv
Jacob,5,m,2013,charlottenburg-wilmersdorf.csv
Jasper,5,m,2013,charlottenburg-wilmersdorf.csv
Jesper,5,m,2013,charlottenburg-wilmersdorf.csv
Josef,5,m,2013,charlottenburg-wilmersdorf.csv
Joseph,5,m,2013,charlottenburg-wilmersdorf.csv
Kaspar,5,m,2013,charlottenburg-wilmersdorf.csv
Kenan,5,m,2013,charlottenburg-wilmersdorf.csv
Kerem,5,m,2013,charlottenburg-wilmersdorf.csv
Kuzey,5,m,2013,charlottenburg-wilmersdorf.csv
Leonardo,5,m,2013,charlottenburg-wilmersdorf.csv
Levin,5,m,2013,charlottenburg-wilmersdorf.csv
Magnus,5,m,2013,charlottenburg-wilmersdorf.csv
Marc,5,m,2013,charlottenburg-wilmersdorf.csv
Marek,5,m,2013,charlottenburg-wilmersdorf.csv
Mario,5,m,2013,charlottenburg-wilmersdorf.csv
Matti,5,m,2013,charlottenburg-wilmersdorf.csv
Maurice,5,m,2013,charlottenburg-wilmersdorf.csv
Mert,5,m,2013,charlottenburg-wilmersdorf.csv
Milo,5,m,2013,charlottenburg-wilmersdorf.csv
Mohammed,5,m,2013,charlottenburg-wilmersdorf.csv
Neo,5,m,2013,charlottenburg-wilmersdorf.csv
Nikita,5,m,2013,charlottenburg-wilmersdorf.csv
Nikolai,5,m,2013,charlottenburg-wilmersdorf.csv
Noel,5,m,2013,charlottenburg-wilmersdorf.csv
Robin,5,m,2013,charlottenburg-wilmersdorf.csv
Sam,5,m,2013,charlottenburg-wilmersdorf.csv
Taylan,5,m,2013,charlottenburg-wilmersdorf.csv
Toni,5,m,2013,charlottenburg-wilmersdorf.csv
Tristan,5,m,2013,charlottenburg-wilmersdorf.csv
Walter,5,m,2013,charlottenburg-wilmersdorf.csv
Werner,5,m,2013,charlottenburg-wilmersdorf.csv
Wilhelm,5,m,2013,charlottenburg-wilmersdorf.csv
Willi,5,m,2013,charlottenburg-wilmersdorf.csv
Yasin,5,m,2013,charlottenburg-wilmersdorf.csv
Yusuf,5,m,2013,charlottenburg-wilmersdorf.csv
Agnes,4,w,2013,charlottenburg-wilmersdorf.csv
Alena,4,w,2013,charlottenburg-wilmersdorf.csv
Alva,4,w,2013,charlottenburg-wilmersdorf.csv
Anastasia,4,w,2013,charlottenburg-wilmersdorf.csv
Aylin,4,w,2013,charlottenburg-wilmersdorf.csv
Catalina,4,w,2013,charlottenburg-wilmersdorf.csv
Celine,4,w,2013,charlottenburg-wilmersdorf.csv
Christina,4,w,2013,charlottenburg-wilmersdorf.csv
Daria,4,w,2013,charlottenburg-wilmersdorf.csv
Diana,4,w,2013,charlottenburg-wilmersdorf.csv
Elin,4,w,2013,charlottenburg-wilmersdorf.csv
Fanny,4,w,2013,charlottenburg-wilmersdorf.csv
Feyza,4,w,2013,charlottenburg-wilmersdorf.csv
Fiona,4,w,2013,charlottenburg-wilmersdorf.csv
Gloria,4,w,2013,charlottenburg-wilmersdorf.csv
Helen,4,w,2013,charlottenburg-wilmersdorf.csv
Ingrid,4,w,2013,charlottenburg-wilmersdorf.csv
Janna,4,w,2013,charlottenburg-wilmersdorf.csv
Juli,4,w,2013,charlottenburg-wilmersdorf.csv
Julika,4,w,2013,charlottenburg-wilmersdorf.csv
Leila,4,w,2013,charlottenburg-wilmersdorf.csv
Lilli,4,w,2013,charlottenburg-wilmersdorf.csv
Livia,4,w,2013,charlottenburg-wilmersdorf.csv
Lore,4,w,2013,charlottenburg-wilmersdorf.csv
Lydia,4,w,2013,charlottenburg-wilmersdorf.csv
Lynn,4,w,2013,charlottenburg-wilmersdorf.csv
Malou,4,w,2013,charlottenburg-wilmersdorf.csv
Mariella,4,w,2013,charlottenburg-wilmersdorf.csv
Maryam,4,w,2013,charlottenburg-wilmersdorf.csv
Medina,4,w,2013,charlottenburg-wilmersdorf.csv
Minou,4,w,2013,charlottenburg-wilmersdorf.csv
Nelly,4,w,2013,charlottenburg-wilmersdorf.csv
Nicole,4,w,2013,charlottenburg-wilmersdorf.csv
Nika,4,w,2013,charlottenburg-wilmersdorf.csv
Nur,4,w,2013,charlottenburg-wilmersdorf.csv
Olga,4,w,2013,charlottenburg-wilmersdorf.csv
Rüya,4,w,2013,charlottenburg-wilmersdorf.csv
Samira,4,w,2013,charlottenburg-wilmersdorf.csv
Selma,4,w,2013,charlottenburg-wilmersdorf.csv
Tilda,4,w,2013,charlottenburg-wilmersdorf.csv
Veronika,4,w,2013,charlottenburg-wilmersdorf.csv
Abdullah,4,m,2013,charlottenburg-wilmersdorf.csv
Ahmet,4,m,2013,charlottenburg-wilmersdorf.csv
André,4,m,2013,charlottenburg-wilmersdorf.csv
Arian,4,m,2013,charlottenburg-wilmersdorf.csv
Aurel,4,m,2013,charlottenburg-wilmersdorf.csv
Benno,4,m,2013,charlottenburg-wilmersdorf.csv
Bo,4,m,2013,charlottenburg-wilmersdorf.csv
Cem,4,m,2013,charlottenburg-wilmersdorf.csv
Colin,4,m,2013,charlottenburg-wilmersdorf.csv
Cornelius,4,m,2013,charlottenburg-wilmersdorf.csv
Dante,4,m,2013,charlottenburg-wilmersdorf.csv
Dean,4,m,2013,charlottenburg-wilmersdorf.csv
Elijah,4,m,2013,charlottenburg-wilmersdorf.csv
Emre,4,m,2013,charlottenburg-wilmersdorf.csv
Fiete,4,m,2013,charlottenburg-wilmersdorf.csv
Frank,4,m,2013,charlottenburg-wilmersdorf.csv
Fridolin,4,m,2013,charlottenburg-wilmersdorf.csv
Hubert,4,m,2013,charlottenburg-wilmersdorf.csv
Immanuel,4,m,2013,charlottenburg-wilmersdorf.csv
Isa,4,m,2013,charlottenburg-wilmersdorf.csv
Ismail,4,m,2013,charlottenburg-wilmersdorf.csv
Jack,4,m,2013,charlottenburg-wilmersdorf.csv
Jamal,4,m,2013,charlottenburg-wilmersdorf.csv
Jamie,4,m,2013,charlottenburg-wilmersdorf.csv
Julien,4,m,2013,charlottenburg-wilmersdorf.csv
Junis,4,m,2013,charlottenburg-wilmersdorf.csv
Kerim,4,m,2013,charlottenburg-wilmersdorf.csv
Lias,4,m,2013,charlottenburg-wilmersdorf.csv
Malek,4,m,2013,charlottenburg-wilmersdorf.csv
Malte,4,m,2013,charlottenburg-wilmersdorf.csv
Marcel,4,m,2013,charlottenburg-wilmersdorf.csv
Matheo,4,m,2013,charlottenburg-wilmersdorf.csv
Matthias,4,m,2013,charlottenburg-wilmersdorf.csv
Michel,4,m,2013,charlottenburg-wilmersdorf.csv
Mike,4,m,2013,charlottenburg-wilmersdorf.csv
Minh,4,m,2013,charlottenburg-wilmersdorf.csv
Nepomuk,4,m,2013,charlottenburg-wilmersdorf.csv
Nick,4,m,2013,charlottenburg-wilmersdorf.csv
Niclas,4,m,2013,charlottenburg-wilmersdorf.csv
Omar,4,m,2013,charlottenburg-wilmersdorf.csv
Pascal,4,m,2013,charlottenburg-wilmersdorf.csv
Phillip,4,m,2013,charlottenburg-wilmersdorf.csv
Piet,4,m,2013,charlottenburg-wilmersdorf.csv
Salih,4,m,2013,charlottenburg-wilmersdorf.csv
Silas,4,m,2013,charlottenburg-wilmersdorf.csv
Till,4,m,2013,charlottenburg-wilmersdorf.csv
Timon,4,m,2013,charlottenburg-wilmersdorf.csv
Yunus,4,m,2013,charlottenburg-wilmersdorf.csv
Alicia,3,w,2013,charlottenburg-wilmersdorf.csv
Alisa,3,w,2013,charlottenburg-wilmersdorf.csv
Alya,3,w,2013,charlottenburg-wilmersdorf.csv
Amani,3,w,2013,charlottenburg-wilmersdorf.csv
Amy,3,w,2013,charlottenburg-wilmersdorf.csv
Angelika,3,w,2013,charlottenburg-wilmersdorf.csv
Annabelle,3,w,2013,charlottenburg-wilmersdorf.csv
Aurora,3,w,2013,charlottenburg-wilmersdorf.csv
Azra,3,w,2013,charlottenburg-wilmersdorf.csv
Brigitte,3,w,2013,charlottenburg-wilmersdorf.csv
